licence_num,使用分區,其他基地面積,原建照,地上層數,地上避難面積,地下層數,地下避難面積,工程造價,幢數,建物高度,建築面積,建造類別,戶數,棟數,構造種類,法定空地面積,發照日期,竣工日期,簷高,開工日期,騎樓基地面積
101使字第0264號,住3,239,099建字第0340號,7,0,1,110.94,1045.0,1,21.15,107.08,新建,11,1,RC造,131.45,2012-09-13,2012-04-19,,2011-02-16,0
101使字第0265號,第三種商業區(原屬第三種住宅區及第三之二種住宅區),1857.02,097建字第0461號,12,0,4,1769.82,20006.0,1,39.6,993.1,新建,84,1,RC造,1213.85,2012-09-18,2012-08-20,,2008-11-04,349.98
101使字第0266號,國中用地,17900,100建字第0139號,4,0,1,1227.56,95.0,1,16.5,6312.65,增建,1,1,鋼骨造,11587.35,2012-09-18,2012-03-20,,2011-08-22,0
101使字第0267號,住3,3324.68,097建字第0162號,15,0,3,1750.87,23210.0,1,49.95,1183.07,新建,93,3,RC造,2100.46,2012-09-19,2012-07-16,,2009-01-13,0
101使字第0268號,第三種工業區,842,099建字第0255號,9,0,3,586.46,5859.0,1,31.8,462.68,新建,17,1,RC造,379.32,2012-09-19,2012-07-30,,2011-01-12,0
101使字第0269號,住3、住3－1,3855,099建字第0107號,20,0,5,2794.85,43621.0,1,68.85,1479.75,新建,111,2,RC造,2120.25,2012-09-19,2012-07-12,,2010-07-23,0
101使字第0270號,第二種住宅區,643,098建字第0529號,5,0,1,0,981.0,1,16.39,189.11,新建,10,1,RC造,417.51,2012-09-21,2012-06-11,,2010-09-21,0
101使字第0271號,國小用地(公共設施用地),20221,100建字第0112號,2,0,0,0,722.0,1,7.75,570.14,新建,1,1,RC造,0,2012-09-21,2012-03-28,,2011-08-08,0
101使字第0272號,機關用地,84749,100建字第0276號,1,0,0,0,58.0,1,3.15,99.24,增建,0,1,輕鋼架造,50942.1,2012-09-21,2011-11-22,,,0
101使字第0273號,學校用地,33040.32,099建字第0321號,7,0,1,0,13187.0,1,32.1,1155.57,新建,1,1,RC造,19905,2012-09-21,2012-07-16,,2010-10-20,134.68
101使字第0274號,商務產業專用區,14636.61,100雜字第0016號,0,,0,,329.0,0,69.95,7052.58,新建,0,0,RC造、鋼骨造,6587.85,2012-09-24,2012-07-19,,,0
101使字第0275號,住3,101.25,098建字第0097號,5,0,1,59.86,232.0,1,17.52,44.73,新建,1,1,RC造,55.69,2012-09-24,2011-11-24,,2009-11-13,0
101使字第0276號,保護區,972,099建字第0015號,3,0,0,0,181.0,1,10.5,80,新建,1,1,RC造,874.8,2012-09-24,2011-12-20,,2010-03-26,0
101使字第0277號,商3,489.69,099建字第0175號,14,0,2,505.47,7332.0,1,48.6,315.61,新建,28,1,RC造,171.39,2012-09-24,2012-07-30,,2010-09-27,90.31
101使字第0278號,第三種住宅,1866,098建字第0250號,14,0,4,1758.09,21771.0,1,49.9,839.19,新建,40,1,RC造,1025.88,2012-09-25,2012-06-21,,2010-02-12,0
101使字第0279號,住3,421,098建字第0375號,6,0,1,322.65,1410.0,0,22,189.25,新建,6,1,RC造,231.55,2012-09-25,2012-03-01,,2010-02-24,0
101使字第0280號,工3,316.17,100建字第0282號,2,0,0,0,95.0,1,9.4,147.43,增建,1,1,輕鋼架造,176.4,2012-09-25,2012-04-02,,2012-03-02,75.83
101使字第0281號,第三種工業區,3251,098建字第0113號,9,0,3,2350.97,24899.0,1,40.65,1616.36,新建,10,1,鋼骨RC造,1462.95,2012-09-26,2012-07-09,,2009-10-22,0
101使字第0282號,保護區,1785.34,097建字第0466號,3,0,1,0,448.0,1,10.5,164.71,新建,1,1,RC造,1606.81,2012-09-27,2011-03-08,,2009-04-07,0
101使字第0283號,學校用地,927634,100建字第0151號,1,0,2,0,826.0,0,31.38,133.49,增建,0,1,鋼構造、RC造,371053.6,2012-09-28,2012-05-17,,2011-09-01,0
101使字第0284號,國小用地(公共設施用地),22978,100建字第0067號,4,0,0,0,78.0,1,16.55,17.27,新建,1,1,鋼骨RC造,13786.8,2012-10-01,2012-05-07,,2011-11-09,0
101使字第0285號,第三種商業區,1283,099建字第0238號,25,0,6,989.23,23460.0,1,81.6,554.03,新建,139,1,RC造,449.05,2012-10-01,2012-07-18,,2010-09-02,0
101使字第0286號,保護區,2613.76,099建字第0039號,3,0,1,0,527.0,1,10.5,164.89,新建,1,1,RC造,2352.46,2012-10-03,2012-04-19,,2010-05-06,0
101使字第0287號,第三種住宅,2163.73,098建字第0416號,12,0,3,1508.58,13032.0,1,42.05,710.73,新建,47,2,RC造,1190.05,2012-10-03,2012-07-16,,2010-07-14,0
101使字第0288號,特定專用區(一)(供特定商業使用),192.99,098建字第0307號,3,0,0,0,373.0,1,13.95,131.93,新建,3,3,RC造,40.69,2012-10-04,2011-11-01,,2010-02-03,56.01
101使字第0289號,高中用地,58034.36,098建字第0176號,7,0,3,0,17033.0,1,28,1506.78,新建,1,1,鋼骨RC造,34820.62,2012-10-04,2011-08-25,,2009-10-05,0
101使字第0290號,加油站用地,1020,099建字第0060號,2,0,0,0,405.0,1,6.95,242.23,新建,1,1,RC造、鋼骨RC造,777.77,2012-10-08,2012-06-29,,2010-10-14,0
101使字第0291號,住3－2、住3,908,098建字第0088號,11,0,3,808.71,6013.0,1,36.4,345.84,新建,33,1,RC造,499.4,2012-10-08,2012-06-15,,2009-10-30,0
101使字第0292號,住3,227,098建字第0388號,5,0,2,0,490.0,1,15.6,102.09,新建,3,1,RC造,124.85,2012-10-09,2012-07-05,,2010-06-23,0
101使字第0293號,商業區(原商3),245.66,099建字第0247號,11,0,3,249.91,3467.0,1,40.3,153.7,新建,61,1,RC造,85.98,2012-10-11,2012-08-07,,2010-08-26,56.34
101使字第0294號,電力設施用地,209,098建字第0195號,2,120.18,0,0,86.0,1,6.15,61.68,新建,1,1,RC造,125.4,2012-10-12,2011-03-04,,2009-12-30,0
101使字第0295號,科技工業區(B區),7857.11,100建字第8899號,4,0,2,0,20229.0,1,17,3928.46,新建,4,1,RC造,3928.65,2012-10-15,2012-08-28,,2011-06-20,0
101使字第0296號,住2,1043.86,099建字第0053號,5,704.61,1,0,1686.0,1,16.3,339.09,新建,17,1,RC造,678.51,2012-10-16,2012-06-13,,2010-08-27,0
101使字第0297號,特定專用區(一)(供特定商業使用),201.38,095建字第0481號,3,0,0,0,252.0,1,11.26,165.01,修建,1,1,加強磚造,44,2012-10-17,2011-03-25,,2007-06-27,18.62
101使字第0298號,國中用地(公共設施用地),19251,100建字第0155號,2,0,0,0,137.0,1,11.1,56.34,新建,1,1,鋼骨RC造,11550.6,2012-10-18,2012-01-20,,2011-07-25,0
101使字第0299號,機關用地(公共設施用地),6095.94,098建字第0350號,9,0,2,2660.27,18280.0,2,40.65,1537.59,新建,3,2,RC造,3654.53,2012-10-19,2012-03-15,,2010-02-11,0
101使字第0300號,學校用地,341457,094建字第0235號,1,,0,,2061.0,80,3,106.1,新建,1,1,木造,,2012-10-19,2005-11-24,,,
101使字第0301號,創意文化專用區,48594,099建字第0233號,2,0,1,0,1147.0,1,11.6,393.3,新建,1,1,鋼骨造、磚造,42762.72,2012-10-23,2012-05-15,11.6,2010-12-31,0
101使字第0302號,住2,2685.02,098建字第0276號,5,0,2,0,3962.0,1,17.5,597.38,新建,57,2,RC造,1343.86,2012-10-23,2012-08-07,,2010-03-18,0
101使字第0303號,住3,149,098建字第0526號,3,0,0,0,189.0,1,10.4,66.68,新建,1,1,RC造,81.95,2012-10-24,2012-06-11,,2010-09-15,0
101使字第0304號,住3,79,099建字第0300號,5,0,1,0,252.0,1,16.7,39.43,新建,5,1,RC造,39.57,2012-10-25,2012-05-30,,2010-11-05,0
101使字第0305號,聯合開發區(捷),732.25,097建字第0351號,15,0,4,777.76,17632.0,0,49.64,483.03,新建,31,1,鋼骨RC造,249.79,2012-10-25,2012-06-04,,2008-09-24,157.75
101使字第0306號,住宅區(供商務住宅使用),820.1,098建字第0046號,13,0,3,483.01,6648.0,1,48.4,318.52,新建,26,1,RC造,501.58,2012-10-26,2012-10-05,,2009-12-11,0
101使字第0307號,特定專用區(一)(供特定商業使用)、特定專用區(三)(供特定住宅使用),231.34,097建字第0389號,2,0,0,0,224.0,1,10.74,166.32,新建,1,2,RC造,49.35,2012-10-26,2011-09-15,,2009-07-02,19.66
101使字第0308號,住3,1063.11,098建字第0477號,14,,2,977.3,7624.0,2,49.1,463.39,新建,43,1,RC造,584.71,2012-10-30,2012-07-30,,2010-08-13,0
101使字第0309號,住2,1614.93,098建字第0407號,5,0,2,723.68,2660.0,1,17.5,546.84,新建,15,1,RC造,1049.7,2012-10-30,2012-09-10,,2010-01-18,0
101使字第0310號,科技工業區A區(比照工三),4139.49,099建字第0420號,12,0,4,2690.19,58113.0,1,49.99,2275.88,新建,43,1,鋼構造,1862.77,2012-11-01,2012-09-10,,2011-03-01,0
101使字第0311號,住3,448,099建字第0166號,10,0,1,251.52,2002.0,1,36,160,新建,9,1,RC造,288,2012-11-02,2012-10-09,,2010-09-13,0
101使字第0312號,農業區,1354,099建字第0123號,1,0,0,0,389.0,1,5.5,512,新建,1,1,輕型鋼架造,812.4,2012-11-02,2011-08-29,,2010-08-26,0
101使字第0313號,住2,313,097建字第0216號,5,0,1,0,446.0,1,15.8,99.94,新建,1,1,RC造,203.45,2012-11-05,2012-08-07,,2008-10-14,0
101使字第0314號,第三種住宅,554,098建字第0482號,9,0,2,363.42,3046.0,1,31.75,249.21,新建,31,1,RC造,304.79,2012-11-06,2012-07-25,,2010-07-26,0
101使字第0315號,住宅區(供住宅使用),847.2,097建字第0585號,6,0,2,381.66,1966.0,1,18.9,305.92,新建,8,1,RC造,508.32,2012-11-07,2012-09-11,,2009-09-22,0
101使字第0316號,住3、住3－2,3165.3,099建字第0020號,23,0,5,2294.45,35038.0,2,84.1,1367.57,新建,56,2,鋼骨RC造,1740.92,2012-11-08,2012-09-13,,2010-03-17,0
101使字第0317號,住3及住3－2,232.87,100雜字第0017號,0,,0,,9.0,0,,104.79,增建,0,0,鋁造,0,2012-11-09,2012-05-17,,2011-11-29,0
101使字第0318號,住3及住3－2,1154,098建字第0415號,14,,4,1042.32,14225.0,1,48.8,518.2,新建,52,1,RC造,634.7,2012-11-09,2012-09-10,,2010-07-02,0
101使字第0319號,住3,343,099建字第0436號,7,0,1,268.9,1308.0,1,22.8,154.34,新建,6,1,RC造,188.65,2012-11-09,2012-08-28,,2011-05-17,0
101使字第0320號,機關用地,5655,097建字第0161號,10,0,3,1797.69,13155.0,1,41.5,2231.1,新建,1,1,RC造,3393,2012-11-09,2012-01-11,,2009-11-24,0
101使字第0321號,商3,531.14,098建字第0495號,14,0,2,0,6602.0,0,42.8,343.65,新建,73,1,RC造,187.49,2012-11-09,2012-08-08,,2010-08-16,51.86
101使字第0322號,住3,667,099建字第0319號,8,0,3,529.14,3897.0,1,29,299.03,新建,35,1,RC造,366.85,2012-11-12,2012-08-20,,2011-05-18,0
101使字第0323號,第三種商業區,1556,098建字第0253號,18,0,4,1235.08,22347.0,2,59.3,912.4,新建,118,2,RC造,544.6,2012-11-12,2012-09-20,,2010-03-15,0
101使字第0324號,住3、住3－1,709,099建字第0293號,10,0,2,517.8,3904.0,1,40.2,299.87,新建,19,1,RC造,378.35,2012-11-13,2012-09-27,,2011-03-08,0
101使字第0325號,住4,1498,098建字第0080號,13,0,5,740.74,16109.0,2,43.2,725.2,新建,39,2,RC造,749,2012-11-13,2012-09-26,,2009-08-27,0
101使字第0326號,住3,1395,096建字第0667號,14,0,4,1206.04,16541.0,1,49.99,445,新建,26,1,鋼骨造、RC造,767.25,2012-11-13,2012-09-20,,2008-11-17,0
101使字第0327號,住2,199,098建字第0356號,5,0,1,0,298.0,1,17.5,68.25,新建,4,1,RC造,129.35,2012-11-15,2012-06-27,,2010-07-23,0
101使字第0328號,住2,177,099建字第0383號,4,0,0,0,233.0,1,13.4,61.94,新建,1,1,RC造,115.05,2012-11-15,2012-07-24,,2010-04-08,0
101使字第0329號,住3,811,100建字第0152號,7,0,1,364.8,3018.0,1,22.8,364.8,新建,23,1,RC造,446.2,2012-11-16,,,,0
101使字第0330號,第三種住宅,584,100建字第0165號,7,0,1,231.78,2200.0,1,22.7,231.78,新建,14,1,RC造,321.2,2012-11-16,2012-09-24,,2011-08-08,0
101使字第0331號,聯合開發區(捷),1397,099建字第0267號,17,0,6,1303.75,27466.0,1,69.89,884.61,新建,38,1,鋼骨RC造、鋼骨造,512.39,2012-11-16,2012-08-01,,2010-11-01,0
101使字第0332號,住3,333,099建字第0027號,7,0,2,207.2,1649.0,1,21.15,149.83,新建,8,1,RC造,183.15,2012-11-19,2012-07-10,,2010-12-15,0
101使字第0333號,特定專用區(一)(供特定商業使用),79.44,098建字第0423號,2,0,0,0,92.0,1,10.15,57.21,新建,1,1,RC造,16.03,2012-11-19,2011-06-09,,2009-12-11,8.56
101使字第0334號,國小用地(公共設施用地),15507,100雜字第0011號,0,,0,,21.0,0,0,0,新建,0,0,RC造,0,2012-11-19,2012-04-24,,2011-08-26,0
101使字第0335號,第四種商業區,333.82,098建字第0430號,13,0,3,282.81,6222.0,1,46.5,251.52,新建,40,1,RC造,84.71,2012-11-19,2012-06-28,,2010-02-11,75.18
101使字第0336號,商業區(供一般商業使用),1125.83,100建字第0326號,5,0,1,787.94,5358.0,1,16.1,653.92,新建,1,1,鋼骨造,471.91,2012-11-20,2012-10-01,,2012-01-05,0
101使字第0337號,商2、商三特,671.63,098建字第0171號,14,0,2,0,9058.0,1,49.9,407.3,新建,65,1,RC造,264.33,2012-11-20,2012-05-23,,2009-09-03,50.37
101使字第0338號,第三種住宅,6417,097建字第0178號,26,0,6,3801.34,77843.0,1,92.6,1931.27,新建,134,2,鋼骨造,3528.12,2012-11-21,2012-09-21,,2008-09-08,0
101使字第0339號,商2,325.38,099建字第0177號,11,0,3,312.24,5078.0,1,35.8,214.02,新建,24,1,RC造,206.98,2012-11-21,2012-04-12,,2010-11-12,95.62
101使字第0340號,商三特[原住四],373,099建字第0308號,7,0,2,264.15,1885.0,1,21.9,186.49,新建,19,1,RC造,186.5,2012-11-22,2012-09-17,,2010-10-13,0
101使字第0341號,住3,248,100建字第0027號,7,0,2,178.96,1238.0,1,21.2,111.13,新建,12,1,RC造,136.4,2012-11-21,2012-08-22,,2011-04-27,0
101使字第0342號,第三種住宅,169,099建字第0212號,7,0,1,73.37,615.0,1,25.95,73.37,新建,13,1,RC造,92.95,2012-11-23,2012-06-22,,2010-12-28,0
101使字第0343號,住3－1、住2,1467,097建字第0203號,14,0,4,486.37,11610.0,1,47.65,486.37,新建,47,1,RC造,980.63,2012-11-23,2012-08-22,,2009-02-20,0
101使字第0344號,住3,2340.9,098建字第0406號,14,0,4,1969.41,22837.0,1,49.05,1051.9,新建,63,1,鋼骨RC造,1289,2012-11-23,2012-08-22,,2010-03-11,0
101使字第0345號,在信義計畫特定專用區內之業務設施區,4687,099建字第0088號,32,0,4,2665.17,114981.0,1,164.5,1811.88,新建,85,1,鋼骨造,4687,2012-11-26,2012-09-25,164.3,2010-06-30,0
101使字第0346號,科技工業區(D區),1175.39,097建字第0599號,6,0,2,587.58,4094.0,1,29.95,465.46,新建,1,1,RC造,705.23,2012-11-26,2012-08-20,,2009-09-28,0
101使字第0347號,住3,1071,097建字第0402號,9,0,2,881.12,6202.0,1,34.1,479.37,新建,1,1,RC造,589.05,2012-11-26,2012-06-13,,2009-06-16,0
101使字第0348號,科技工業區(C區),1193.11,100建字第0106號,7,0,3,567.15,6110.0,1,30.05,567.15,新建,7,1,RC造,596.56,2012-11-28,2012-10-23,,2011-06-14,0
101使字第0349號,住3,375,097建字第0222號,8,0,4,196.16,1825.0,1,29.65,161.34,新建,14,1,RC造,197.53,2012-11-29,2012-07-24,29.5,2009-03-11,0
101使字第0350號,住2,699.96,099建字第0327號,5,0,1,0,1102.0,1,17.5,236.66,新建,9,1,RC造,463.3,2012-11-29,2012-08-10,,2010-11-12,0
101使字第0351號,住3,48245,099建字第0235號,4,0,0,0,62.0,1,15.78,24.3,新建,0,2,RC造,26534.75,2012-11-30,2011-12-13,,2010-07-28,0
101使字第0352號,工業區(供輕工業使用),2017.41,097建字第0057號,8,0,2,1210.4,6984.0,1,32.4,842.37,新建,8,1,RC造,1008.71,2012-11-30,2012-05-22,,2008-10-29,0
101使字第0353號,住3,1439,098建字第0502號,12,0,3,1297.44,10854.0,1,42.2,646.17,新建,51,1,RC造,792.23,2012-11-30,2012-07-20,,2010-07-05,0
101使字第0354號,住4,161,098建字第0315號,7,,1,132.53,678.0,1,19.2,79.16,新建,6,1,RC造,79.18,2012-12-03,2012-08-23,,2009-12-14,0
101使字第0355號,科技工業區(D區),1938.63,098建字第0506號,8,0,2,968,6830.0,1,29.8,754.11,新建,15,1,RC造,1184.52,2012-12-03,2012-07-16,,2010-03-12,0
101使字第0356號,科技工業區A區(比照工三),665.6,099建字第0421號,8,0,2,470.49,3631.0,1,28.4,365.96,新建,8,1,混凝土造,299.52,2012-12-05,2012-08-27,,2011-04-19,0
101使字第0357號,住1,608.95,099建字第0256號,1,0,1,366.03,417.0,1,3.25,176.01,新建,1,1,RC造,426.27,2012-12-04,2012-02-22,,2010-09-09,0
101使字第0358號,高中用地,43053.17,099建字第0018號,4,0,1,2050.67,7839.0,1,18.45,3094.01,新建,1,1,RC造、鋼構造,27073.26,2012-12-05,2012-06-22,,2010-06-18,2068.93
101使字第0359號,住3,48245,101建字第0130號,14,0,4,5646.22,7582.0,1,55.7,19057.4,增建,1,1,鋼骨RC造,26534.75,2012-12-05,2012-11-06,,2012-07-18,0
101使字第0360號,商一(原屬住三),120,098建字第0308號,6,0,1,60,425.0,1,19.67,60,新建,6,1,RC造,60,2012-12-06,2012-04-17,19.52,2010-03-29,0
101使字第0361號,第三種住宅,110,098建字第0197號,5,0,1,0,226.0,1,16.5,55,新建,6,1,RC造,55,2012-12-06,2012-07-23,,2009-12-30,0
101使字第0362號,住3,546,099建字第0155號,13,0,1,332.69,3351.0,1,43.2,226.81,新建,21,1,RC造,300.3,2012-12-06,2012-07-20,,2010-05-21,0
101使字第0363號,特定專用區(三)(供特定住宅使用)、特定專用區(四)(供河濱住宅使用),338.69,099建字第0275號,2,0,0,0,176.0,1,10.82,157.67,新建,1,2,RC造,135.44,2012-12-06,2012-02-24,,2010-09-16,20.31
101使字第0364號,保護區,461.58,098建字第0450號,3,0,1,0,443.0,1,10.5,164.93,新建,1,1,RC造,296.65,2012-12-11,2012-07-17,,2010-07-30,0
101使字第0365號,住3－1,510,099建字第0041號,11,0,3,249.69,3817.0,1,41.15,194.33,新建,10,1,RC造,280.5,2012-12-11,2012-07-10,,2010-07-16,0
101使字第0366號,國中用地(公共設施用地),34303,099建字第0295號,3,0,0,0,284.0,0,10.15,82.28,新建,1,1,鋼骨造,20581.8,2012-12-12,2012-02-22,,2011-05-17,0
101使字第0367號,保護區,925.54,099建字第0025號,3,0,1,77.43,257.0,1,10.5,164.95,增建,1,1,RC造,362.71,2012-12-13,2012-07-18,,2010-06-23,0
101使字第0368號,商3,140.18,100建字第0123號,9,0,2,133.11,1983.0,1,26.4,91.07,新建,17,1,RC造,49.06,2012-12-13,2012-10-05,,2011-07-01,61.82
101使字第0369號,商3,1892,098建字第0119號,19,0,4,2441.28,41565.0,1,69.4,1443.24,新建,171,3,RC造,783.11,2012-12-14,2012-08-23,,2009-04-17,713.1
101使字第0370號,商四特(原屬商三),252.17,098建字第0345號,3,0,0,0,215.0,1,11.67,105.6,新建,3,1,RC造,73.16,2012-12-17,2012-01-09,,2010-05-10,0
101使字第0371號,機關用地(公共設施用地),20769,100雜字第0014號,0,0,0,0,1676.0,0,0,0,新建,0,0,RC造,5192.25,2012-12-18,2012-11-13,,2012-03-06,0
101使字第0372號,保存區、農業區,27936,098建字第0291號,2,0,1,0,7317.0,1,12.35,3206.84,新建,2,1,RC造、鋼骨造,18657.2,2012-12-19,2012-10-16,,2010-01-13,0
101使字第0373號,機關用地(公共設施用地),208321,099建字第0031號,8,0,2,6885.71,35175.0,1,43.6,3241.94,新建,1,1,RC造,124994.6,2012-12-19,2012-10-08,,2010-12-10,0
101使字第0374號,住3,1233.58,099建字第0411號,14,0,5,659.02,10340.0,1,45.4,504.37,新建,21,1,RC造,678.47,2012-12-22,2012-11-07,,2010-12-16,0
101使字第0375號,科技工業區(D區),1083.02,100建字第0039號,7,0,3,588.76,4707.0,1,28.4,432.35,新建,6,1,RC造,649.81,2012-12-24,2012-10-05,,2011-06-23,0
101使字第0376號,市場用地(公共設施用地),3944,100雜字第0002號,0,,0,,50.0,0,0,0,新建,0,0,RC造,0,2012-12-25,2012-06-07,,2011-06-17,0
101使字第0377號,第三種商業區、第四種住宅區,2729.49,097建字第0518號,12,0,4,1907.99,47339.0,1,49.95,1539.6,新建,12,1,鋼骨造,1294.87,2012-12-26,2012-10-05,,2009-05-08,227.51
101使字第0378號,特定專用(供一般商業使用),335.38,097建字第0579號,3,0,0,0,690.0,1,14.07,375.05,修建,3,1,加強磚造,16.95,2012-12-26,2011-11-29,,2009-03-31,56.62
101使字第0379號,住宅區,3055.21,099建字第0142號,18,0,4,1443.46,25309.0,4,63.18,1067.97,新建,62,1,鋼骨RC造,1985.89,2012-12-26,2012-10-30,,2010-06-01,0
101使字第0380號,第二種住宅區,929,098建字第0066號,5,0,2,0,1409.0,1,17.15,239.01,新建,18,1,RC造,443.98,2012-12-28,2012-08-31,,2009-10-20,0
102使字第0001號,第三種商業區,2174.1,096建字第0527號,16,0,6,1753.48,36604.0,1,59.25,1507.99,新建,56,2,鋼骨RC造,760.01,2013-01-02,2012-10-08,,2011-08-12,94.9
102使字第0002號,特定專用區,102585,100雜字第0012號,0,,0,,2907.0,0,0,0,新建,0,0,RC造,0,2013-01-02,2012-11-28,,2011-09-30,0
102使字第0003號,住3,144,100建字第0135號,7,0,1,74.25,573.0,1,21,64.15,新建,6,1,RC造,79.2,2013-01-02,2012-10-08,,2011-08-12,0
102使字第0004號,大專用地(公共設施用地),10261.16,097建字第0492號,9,0,2,1054.02,15111.0,3,40.2,795.55,新建,1,3,鋼骨造,5617,2013-01-02,2011-09-06,,2009-05-15,972.84
102使字第0005號,住3、住2,2014,100建字第0025號,11,0,3,962.54,11401.0,1,39.2,798.19,新建,56,2,RC造,1119.1,2013-01-03,2012-11-07,,2011-03-08,0
102使字第0006號,住3,2931.82,099建字第0062號,15,0,4,2336,27971.0,1,49.99,1116.67,新建,113,1,RC造,1612.5,2013-01-03,2012-11-21,49.84,2010-05-11,0
102使字第0007號,第三種商業區(原屬第二種商業區)、第三種住宅,1623.88,098建字第0190號,19,0,6,1382.15,28231.0,1,68,1763,新建,80,1,RC造,912.42,2013-01-03,2012-11-13,,2010-01-08,139.12
102使字第0008號,特定專用區(三)(供特定住宅使用),239.13,097建字第0345號,2,0,0,0,250.0,1,9.48,203.96,修建,1,1,磚造、木造,36.11,2013-01-04,2012-04-12,,2009-04-14,15.87
102使字第0009號,第四種商業區,565.43,099建字第0113號,15,0,5,548.39,14425.0,1,49.95,537.6,新建,75,1,RC造,183.96,2013-01-04,2012-11-06,,2010-11-29,156.13
102使字第0010號,住3,545,095建字第0137號,11,0,2,977.84,3482.0,1,34.7,237.96,新建,20,1,RC造,300.2,2013-01-07,2012-09-13,,2006-11-02,0
102使字第0011號,第三種商業區,1059.37,098建字第0458號,14,0,5,927.26,17278.0,1,49.95,688.59,新建,86,1,RC造,370.78,2013-01-10,2012-08-24,,2010-03-11,70.63
102使字第0012號,科技工業區(C區),1704.58,100建字第0063號,8,0,3,852.09,9457.0,1,35,852.09,新建,26,1,RC造,852.29,2013-01-10,2012-10-31,,2011-05-17,0
102使字第0013號,商四特(原屬商三),699.9,099建字第0331號,12,0,4,710.3,8148.0,1,40.55,453.17,新建,26,1,RC造,350.6435,2013-01-11,2012-12-06,42.2,2011-03-29,104.1
102使字第0014號,農業區,3090,098建字第0133號,1,0,0,0,83.0,2,7,143.5,增建,1,2,鋼板、鍍鋅鋼浪板、其他,2781.5,2013-01-15,2011-01-03,,2009-10-05,0
102使字第0015號,商業區（原屬商二）、商業區（原屬住三）,338.82,097建字第0129號,12,0,2,487.29,4676.0,1,40.2,338.82,新建,39,1,RC造,219.43,2013-01-16,2012-09-28,,2008-12-27,121.04
102使字第0016號,商3,410.84,099建字第0105號,13,0,4,377.19,7119.0,1,42.8,266.17,新建,42,1,RC造,143.34,2013-01-18,2012-11-06,,2010-08-24,62.16
102使字第0017號,科技工業區(C區),1456.06,098建字第0393號,7,0,3,743.38,6527.0,0,30,728.03,新建,0,1,RC造,728.03,2013-01-18,2012-06-22,,2010-05-04,0
102使字第0018號,住3,460,096建字第0632號,11,0,3,287,4042.0,1,36.2,206.68,新建,9,1,RC造,253.32,2013-01-18,2012-12-05,,2008-07-08,0
102使字第0019號,大專用地,93101,095建字第0623號,13,0,1,0,487.0,2,39,840.23,增建,0,2,輕型鋼架造,62077.03,2013-01-18,2008-03-07,,2007-08-22,0
102使字第0020號,科技工業區(A區),2017.28,101雜字第0016號,0,,0,1310.9,36.0,0,45.6,812.49,新建,0,0,混凝土造、鋼鐵造,0,2013-01-18,2012-12-27,,2012-12-17,0
102使字第0021號,保護區,1029.47,097建字第0480號,3,0,1,0,465.0,1,10.16,164.88,新建,1,1,RC造,617.68,2013-01-21,2012-11-22,,2009-09-08,0
102使字第0022號,住3,1938,064建字第0218號,7,0,1,2087.44,2116.0,2,19.95,1508.635,新建,84,2,RC造,0,2013-01-22,1982-11-23,,,
102使字第0023號,住3及住3－1,261,096建字第0183號,9,0,3,156.3,1583.0,1,33,117.45,新建,8,1,RC造,143.55,2013-01-22,2012-10-05,,2008-01-02,0
102使字第0024號,第三種住宅,338,096建字第0566號,9,0,2,160.05,1721.0,1,33,144.67,新建,17,1,RC造,191.32,2013-01-25,2012-11-17,,2008-07-15,0
102使字第0025號,特定專用區(一)(供特定商業使用),264.52,097建字第0245號,2,0,0,0,327.0,1,12.08,190.24,新建,1,2,RC造,56.6,2013-01-25,2011-06-28,,2009-03-03,18.48
102使字第0026號,汽車修護展售工業區,4087.93,100建字第0286號,2,0,0,0,1769.0,3,8.9,1791.78,新建,1,3,RC造、鋼骨造,2248.36,2013-01-29,2012-11-12,,2012-01-13,0
102使字第0027號,第三種商業區,232.52,099建字第0036號,13,0,3,165.66,2977.0,1,40.65,141.51,新建,23,1,RC造,91.01,2013-01-30,2012-10-25,,2010-10-15,25.48
102使字第0028號,特定專用區(一)(供特定商業使用),41.33,098建字第0382號,2,0,0,0,51.0,1,8.75,44.08,修建,1,1,加強磚造,10.8,2013-01-30,2011-08-19,,2009-10-12,12.67
102使字第0029號,第三種商業區(原屬第二種商業區),163.65,097建字第0400號,7,0,3,171.97,1986.0,1,25.45,147.19,新建,6,1,RC造,57.28,2013-01-30,2012-11-26,,2009-08-25,51.35
102使字第0030號,"商三(原屬住三,住三之一 )",671,097建字第0322號,9,0,3,554.38,4463.0,1,30.6,299.32,新建,23,1,RC造,369.05,2013-01-30,2012-11-28,,2009-08-21,0
102使字第0031號,住3,366,095建字第0393號,13,,1,310.59,3103.0,0,49.95,164.62,新建,13,1,RC造,201.38,2013-01-31,2012-04-26,,2007-03-08,0
102使字第0032號,住2,1250.31,099建字第0413號,5,0,2,0,2280.0,2,17.45,386.05,新建,19,2,RC造,812.7,2013-01-31,2012-12-21,,2011-05-24,0
102使字第0033號,娛樂區(供娛樂購物中心使用),6625.4,099建字第0336號,17,0,4,3897.47,79309.0,1,69.95,2750.06,新建,21,1,鋼骨造,2650.16,2013-01-31,2012-12-25,,2010-09-24,0
