licence_num,使用分區,其他基地面積,原建照,地上層數,地上避難面積,地下層數,地下避難面積,工程造價,幢數,建物高度,建築面積,建造類別,戶數,棟數,構造種類,法定空地面積,發照日期,竣工日期,簷高,開工日期,騎樓基地面積
104使字第0225號,特定專用區(三)(供特定住宅使用)、特定專用區(四)(供河濱住宅使用),225.31,098建字第0426號,2,0,0,0,265.0,1,12.18,165.49,修建,1,1,RC造、磚造,90.12,2015-09-11,2012-06-01,,2010-04-19,18.69
104使字第0226號,住3,348,101建字第0272號,7,0,2,301.11,1887.0,1,27,156.55,新建,8,1,RC造,191.4,2015-09-11,2015-07-29,,2013-07-07,0
104使字第0227號,住3,180.4,102建字第0211號,7,0,1,108.23,741.0,1,22,81.14,新建,6,1,RC造,99.26,2015-09-14,2015-07-13,,2013-12-30,0
104使字第0228號,學校用地(公共設施用地),,104建補字第0010號,4,,0,,1737.0,1,18.1,793.13,新建,1,1,RC造,0,2015-09-15,,,,
104使字第0229號,學校用地(公共設施用地),,104建補字第0011號,4,,0,,2091.0,1,15.1,958.46,新建,1,1,RC造,0,2015-09-15,,,,
104使字第0230號,學校用地(公共設施用地),,104建補字第0012號,2,,1,,1981.0,1,17.5,2218.43,新建,1,1,RC造,0,2015-09-15,,,,
104使字第0231號,學校用地(公共設施用地),,104建補字第0013號,2,,0,,146.0,2,7.4,176.86,新建,1,2,RC造,0,2015-09-15,,,,
104使字第0232號,學校用地(公共設施用地),,104建補字第0014號,4,,0,,2293.0,1,16.6,1670.18,新建,1,1,RC造,0,2015-09-15,,,,
104使字第0233號,住2,1545.13,101建字第0297號,5,0,2,0,4117.0,1,17.5,534.27,新建,42,1,RC造,1001.74,2015-09-15,2015-07-01,,2013-05-10,0
104使字第0234號,國小用地,18960.83,097建字第0115號,1,0,0,0,29.0,1,11.7,7132.64,新建,1,1,鋼骨造,11594,2015-09-16,2010-01-22,,2008-06-27,2117.17
104使字第0235號,特定專用區(一)(供特定商業使用),17.42,101建字第0121號,3,0,0,0,70.0,1,10.51,38.51,修建,1,1,加強磚造,0,2015-09-16,2014-10-22,,2012-08-29,26.58
104使字第0236號,商四（原商三）,1433.51,101建字第0111號,16,0,6,1199.57,28525.0,1,53.95,998.1,新建,56,1,鋼骨RC造,501.73,2015-09-18,2015-06-30,,2013-01-25,66.49
104使字第0237號,住3,99,102建字第0066號,3,0,0,0,296.0,1,10.2,47.89,新建,1,1,鋼骨造,47.91,2015-09-22,2015-06-09,,2013-10-15,0
104使字第0238號,第二種住宅區,362,102建字第0063號,4,0,1,0,507.0,1,13.6,125.73,新建,1,1,RC造,235.3,2015-09-23,2015-03-24,,2013-10-03,0
104使字第0239號,第三種商業區,447.85,101雜字第0011號,0,,0,,5.0,0,2.4,0,新建,0,0,鐵皮,0,2015-09-23,2014-11-19,,2013-04-12,166.81
104使字第0240號,行政區,2284.36,101建字第0286號,3,0,1,0,2589.0,2,14.88,796.08,新建,1,2,RC造,1484.6,2015-09-30,2015-04-10,,2014-01-29,0
104使字第0241號,第四種商業區,1037.27,100建字第0280號,15,0,5,775.11,23692.0,1,49.7,775.11,新建,114,1,RC造,262.16,2015-10-01,2015-06-22,,2012-03-09,91.73
104使字第0242號,住3－1,613,100建字第0191號,12,0,4,534.34,5907.0,1,44.4,259.52,新建,43,1,RC造,337.15,2015-10-02,2015-05-20,,2011-09-15,0
104使字第0243號,商三特(原屬住三、住三之一),192.42,101建字第0047號,7,0,2,144.35,823.0,1,22.4,123.51,新建,7,1,RC造,112.49,2015-10-02,2015-04-20,,2012-09-24,43.58
104使字第0244號,第三種商業區(原屬第三種住宅區及第三之二種住宅區)、-,2114.75,103建字第0130號,1,0,0,0,38.0,1,60.7,53.37,增建,1,1,輕鋼架造,1203.48,2015-10-02,2015-02-13,,2014-06-26,0
104使字第0245號,娛樂區(供娛樂健身使用),5611.39,103雜字第0019號,0,,0,,1195.0,0,42,2524.95,新建,0,0,RC造,0,2015-10-06,2015-06-29,,2015-02-05,0
104使字第0246號,商3,1804.93,101建字第0278號,14,0,4,992.07,28706.0,2,46.65,992.07,新建,67,2,RC造,812.86,2015-10-06,2015-07-29,,2013-03-18,323.65
104使字第0247號,第四種商業區,487.18,102建字第0229號,15,0,3,314.8,9560.0,1,49.99,365.64,新建,54,1,RC造,121.89,2015-10-08,2015-08-12,,2013-10-08,57.82
104使字第0248號,住2－1特、住2,567.76,100建字第0137號,11,0,3,229.69,3734.0,1,36,198.72,新建,41,1,RC造,436.39,2015-10-08,2015-05-19,,2012-04-16,0
104使字第0249號,商三特(商二),191.25,102建字第0015號,13,0,3,199.47,4381.0,1,45.3,197.6,新建,25,1,RC造,74.81,2015-10-08,2015-02-17,,2013-04-25,112.75
104使字第0250號,住2,772.78,101建字第0165號,5,0,1,0,1173.0,1,16.2,244.31,新建,10,1,RC造,453.82,2015-10-12,2015-08-12,,2013-03-06,0
104使字第0251號,科技工業區A區(原工三),2484.81,102建字第0041號,6,0,3,1835.97,13707.0,1,22.4,1432.86,新建,13,1,RC造,1051.95,2015-10-14,2015-05-12,,2013-09-17,0
104使字第0252號,第二種商業區(原屬第三種住宅區),277.3,101建字第0205號,11,0,3,136.08,2169.0,1,40.4,112.99,新建,21,1,RC造,171.05,2015-10-14,2015-07-29,,2013-04-26,33.7
104使字第0253號,商三(原商二、住四),407,100建字第0247號,9,0,2,217.2,2492.0,1,32.4,215.87,新建,31,1,RC造,189.85,2015-10-14,2015-01-26,,2011-10-28,0
104使字第0254號,住3,3371.87,098建字第0361號,11,0,5,1902.77,30673.0,1,35.97,1514.33,新建,70,3,RC造,1854.53,2015-10-15,2015-05-26,,2010-06-28,0
104使字第0255號,特定專用區(一)(供特定商業使用),271.78,098建字第0399號,3,0,0,0,344.0,2,14.53,196.49,新建,2,2,RC造,54.16,2015-10-15,2012-09-12,,2010-08-26,12.22
104使字第0256號,特定商業區,4169.11,104雜字第0001號,0,,0,,1506.0,0,38,0,新建,0,0,其他,,2015-10-16,2015-09-02,,2015-02-24,0
104使字第0257號,住2－1特、住2,643.96,102建字第0105號,11,0,3,233.49,4203.0,1,36,225.38,新建,41,1,RC造,418.58,2015-10-16,2015-05-19,,2013-09-18,0
104使字第0258號,商3,1257.31,101建字第0268號,15,0,4,1088.18,24911.0,1,49.1,1000.57,新建,140,1,RC造,566.3,2015-10-16,2015-04-21,,2013-07-05,360.69
104使字第0259號,住3、住3－2,1218,097建字第0508號,14,0,4,1006.61,15468.0,1,49.99,502.5,新建,118,1,RC造,669.9,2015-10-16,2015-09-14,,2009-08-12,0
104使字第0260號,商四特(原屬商三),468,103建字第0031號,7,0,2,355.58,2612.0,1,25.9,303.82,新建,13,1,RC造,163.8,2015-10-19,2015-08-11,,2014-03-13,0
104使字第0261號,商業區(供一般商業使用),699.71,102建字第0036號,9,0,2,248.04,3303.0,1,34.25,219.43,新建,34,1,RC造,290.61,2015-10-20,2015-07-09,,2013-07-30,26.82
104使字第0262號,商3、商三特,520.2,102建字第0043號,14,0,2,287.39,4552.0,2,49.99,287.36,新建,49,2,RC造,232.84,2015-10-22,2015-07-22,,2013-02-05,29
104使字第0263號,特定專用區(三)(供特定住宅使用),236.19,101建字第0203號,3,0,0,0,315.0,1,13.33,143.39,新建,1,1,RC造,94.48,2015-10-23,2014-10-17,,2012-11-23,18.81
104使字第0264號,住3,834.66,102建字第0230號,10,0,2,353.42,5187.0,1,37.25,353.42,新建,18,1,RC造,515.35,2015-10-23,2015-07-30,,2015-09-18,102.34
104使字第0265號,特定專用區(一)(供特定商業使用),371,099建字第0043號,4,0,1,43,596.0,1,13.38,312.67,新建,2,3,加強磚造、輕鋼架造、磚造,82.33,2015-10-23,2013-03-22,,2010-06-21,24
104使字第0266號,娛樂區(供娛樂健身使用),10760.34,102建字第0029號,10,0,4,5470.99,110887.0,3,40,4843.5,新建,196,3,鋼骨造,4304.14,2015-10-27,2015-08-18,,2013-09-26,0
104使字第0267號,住3,1393.59,102建字第0058號,9,0,4,764.09,10204.0,1,32,616.81,新建,34,1,RC造,766.47,2015-10-27,2015-09-03,,2013-08-28,0
104使字第0268號,特定專用區、住4,228,102建字第0018號,7,0,2,141.41,1222.0,1,25.05,114,新建,11,1,RC造,114,2015-10-28,2015-03-27,,2013-06-10,0
104使字第0269號,住3、住3－2,714,100建字第0288號,14,0,4,471,10055.0,1,49.15,319.5,新建,24,1,鋼骨RC造,394.5,2015-10-29,2015-09-10,,2011-12-21,0
104使字第0270號,住3,184,102建字第0039號,6,0,2,141.15,792.0,1,22.5,87.24,新建,11,1,RC造,92,2015-10-29,2015-09-15,,2013-07-19,0
104使字第0271號,商三特(原商一),303.91,101建字第0247號,9,0,2,278.11,2970.0,1,33.75,166.65,新建,31,1,RC造,137.26,2015-10-30,,,,81.09
104使字第0272號,住2,665,103建字第0107號,5,,1,0,1233.0,1,17.2,230.76,新建,4,1,RC造,432.25,2015-11-02,2015-08-25,,2015-08-25,0
104使字第0273號,國中用地(公共設施用地),32972.41,101建字第0261號,2,0,0,1260.19,956.0,1,9.65,1068.64,新建,1,1,RC造、鋼骨造,19783.45,2015-11-02,2015-05-12,,2014-02-26,0
104使字第0274號,第三種商業區,80,102建字第0217號,5,0,0,0,225.0,1,17.1,55.76,新建,1,1,RC造,24,2015-11-03,2015-08-18,,2013-09-12,0
104使字第0275號,商三特(原住三),4662,101建字第0193號,21,0,4,3135.41,44716.0,1,81.65,2033.42,新建,91,2,RC造,2550.76,2015-11-04,2015-07-29,,2013-02-21,0
104使字第0276號,住3及住3－2,24448.24,103建字第0125號,3,0,0,0,1227.0,1,14.5,6536.29,增建,1,1,鋼構造,13446.53,2015-11-04,2015-07-07,,2014-07-01,0
104使字第0277號,住3,1068.8,102建字第0107號,10,0,3,883.3,8020.0,1,37.6,472,新建,18,1,RC造,592.14,2015-11-05,2015-09-15,,2013-10-03,0
104使字第0278號,住3,0,104雜字第0017號,0,,0,,7.0,0,2,32.46,新建,0,0,鋼構造,0,2015-11-05,2015-10-07,,2015-08-17,
104使字第0279號,農業區,646.05,102建字第0236號,2,0,0,0,304.0,1,7,199.85,新建,1,1,輕型鋼架造,421.4,2015-11-05,2014-11-14,,2014-01-29,0
104使字第0280號,住3,186,102建字第0005號,5,0,2,89.36,684.0,1,17.75,89.36,新建,9,1,RC造,93,2015-11-10,2015-04-24,,2013-10-04,0
104使字第0281號,工3,2830,102建字第0178號,10,0,3,1820.8,23145.0,1,37.9,1485.08,新建,29,1,RC造,1273.5,2015-11-11,2015-09-10,,2013-10-15,0
104使字第0282號,住3,71,100建字第0271號,5,0,0,0,163.0,1,15.7,34.62,新建,1,1,RC造,35.5,2015-11-12,2014-09-24,,2012-06-29,0
104使字第0283號,公園用地,26133,103建字第0296號,1,0,0,0,388.0,1,9.56,1437.6,新建,1,1,輕型鋼架造,22213.05,2015-11-13,2015-06-01,,2014-12-19,0
104使字第0284號,機關用地,160567,101建字第0306號,1,0,0,0,98.0,1,3,126.05,新建,1,1,RC造,133882.69,2015-11-13,2014-11-13,,2013-08-18,0
104使字第0285號,科技工業區B區(原屬第二種工業區),37428.62,103建字第0025號,3,0,1,0,61776.0,1,15.75,9377.94,新建,1,1,鋼骨造、RC造,20585.74,2015-11-13,2015-09-07,,2014-09-16,0
104使字第0286號,第三種商業區,,046營字第0486號,3,,0,,20.0,1,11.4,100.944,新建,3,1,加強磚造,42.056,2015-11-17,,,,
104使字第0287號,高中用地(公共設施用地),39709,103建字第0162號,5,0,1,0,202.0,0,21.8,7.91,增建,1,1,鋼構造,19854.5,2015-11-17,2015-07-14,,2014-12-19,0
104使字第0288號,住3,1545.49,102建字第0225號,11,0,3,1142.48,9090.0,1,35.88,534.49,新建,70,1,RC造,850.02,2015-11-18,2015-10-02,,2014-03-10,0
104使字第0289號,商2、住3,248.3,101建字第0292號,14,,3,209.95,4031.0,1,48.4,196.45,新建,24,1,RC造,93.55,2015-11-18,2015-05-25,,2013-01-03,41.7
104使字第0290號,住2,6348,101建字第0139號,5,0,4,0,11396.0,5,17.5,1674.5,新建,60,5,RC造,3110.6,2015-11-19,2015-08-12,,2013-02-20,0
104使字第0291號,機關用地(公共設施用地),208511,103建字第0243號,1,0,0,0,220.0,0,33.4,1487.67,增建,1,1,鋼骨造,0,2015-11-19,2015-03-12,,2014-11-19,0
104使字第0292號,特定專用區(三)(供特定住宅使用)、特定專用區(四)(供河濱住宅使用),192.52,098建字第0485號,2,0,0,0,178.0,1,12.3,117.61,新建,1,1,RC造、加強磚造、局部鋼構,78.77,2015-11-24,2014-01-27,,2010-09-01,27.48
104使字第0293號,住3,208,102建字第0148號,7,0,1,92.52,773.0,1,25.7,92.34,新建,6,1,RC造,114.4,2015-11-24,2015-08-12,,2013-12-10,0
104使字第0294號,第二種住宅區、山限住宅區,2051,098建字第0158號,15,0,3,1116.76,10338.0,3,49.9,770.82,新建,39,6,RC造,1017.27,2015-11-26,2015-09-14,,2009-12-23,0
104使字第0295號,第二種住宅區(特),692.44,101建字第0029號,4,0,1,0,933.0,1,15,248.2,新建,4,1,RC造,415.46,2015-11-26,2015-02-16,,2012-11-06,0
104使字第0296號,一般住宅區,601,101建字第0020號,5,0,2,0,1545.0,1,17.4,205.66,新建,5,1,RC造,390.65,2015-11-26,2015-03-18,,2012-05-15,0
104使字第0297號,第二種住宅區,632.26,101建字第0331號,5,0,1,0,637.0,1,17.5,113.193,新建,5,1,RC造,293.64,2015-11-27,2015-10-12,,2013-09-12,0
104使字第0298號,商四特(原屬商三),425.6,100建字第0210號,9,0,3,239.99,3212.0,1,36.61,239.99,新建,28,1,RC造,182.92,2015-11-27,2015-09-07,,2012-04-26,0
104使字第0299號,住3,519,101建字第0281號,5,0,0,0,639.0,1,18.8,210.53,新建,1,1,RC造,285.45,2015-11-27,2015-10-08,,2013-07-30,0
104使字第0300號,國中用地(公共設施用地),15431.06,103建字第0073號,4,,1,,74.0,0,15.15,0,增建,0,0,鋼骨造,0,2015-11-27,2015-08-11,,2014-07-15,733.94
104使字第0301號,特定專用區(一)(供特定商業使用),236.54,099建字第0008號,3,0,0,0,637.0,1,11.56,221.41,改建,2,1,磚造、RC造,35.59,2015-12-01,2012-12-27,,2010-10-01,20.46
104使字第0302號,住3,1617.26,101建字第0068號,14,0,3,1484.51,14784.0,1,48.7,639.11,新建,38,1,RC造,978.25,2015-12-02,2015-07-17,,2012-10-21,161.37
104使字第0303號,住3,305.89,101建字第0328號,7,0,2,175.28,1255.0,1,21.9,151.11,新建,14,1,RC造,154.78,2015-12-03,2015-09-22,,2013-08-27,0
104使字第0304號,住3、商1,370.35,101建字第0135號,7,0,2,209.86,1793.0,1,27.6,177.05,新建,22,1,RC造,192.58,2015-12-03,2015-05-18,,2012-09-25,0
104使字第0305號,商四特(原屬商三),392.87,101建字第0141號,14,0,3,403.49,6282.0,1,49.99,290.68,新建,65,4,RC造,158.32,2015-12-04,2015-02-13,,2013-02-20,56.13
104使字第0306號,住3,484,102建字第0161號,9,0,2,324.92,2184.0,1,35.45,195.77,新建,23,1,RC造,288.23,2015-12-04,2015-09-30,,2013-11-05,0
104使字第0307號,"特定專用區(二),(供一般商業使用)",99,098建字第0498號,4,0,0,0,242.0,0,14.83,117.69,修建,1,1,加強磚造、輕鋼架造,.31,2015-12-09,2012-11-12,,2010-06-08,19
104使字第0308號,住1,471,101建字第0215號,2,0,1,0,416.0,1,10.5,118.49,新建,1,1,RC造,279.4,2015-12-10,2015-03-05,,2013-05-09,0
104使字第0309號,住3,234,102建字第0075號,9,0,1,95.11,1120.0,1,35.5,89.33,新建,8,1,RC造,0,2015-12-11,2015-07-30,,2013-06-10,0
104使字第0310號,住宅用地[民生社區特定專用區],1208,102建字第0113號,7,0,4,945.15,7427.0,1,24.45,603.78,新建,61,1,RC造,604,2015-12-11,2015-10-12,,2014-03-04,0
104使字第0311號,商4,749.73,100建字第0858號,15,0,4,566.89,15741.0,1,49.96,566.89,新建,150,1,RC造,203.6,2015-12-14,2015-05-20,,2012-05-15,79.27
104使字第0312號,住3,27126,104建字第0083號,1,,0,,202.0,1,3.19,195.97,新建,1,5,輕鋼架造,13563,2015-12-18,2015-04-20,,,0
104使字第0313號,第四種商業區(原屬商三),1977.74,101建字第0207號,13,0,4,1703.66,29461.0,1,45.45,1284.13,新建,109,3,RC造,692.21,2015-12-21,2015-09-16,,2013-05-03,76.26
104使字第0314號,住宅區(信義計畫特定專用區),3239,100建字第0306號,22,0,3,1295.26,32422.0,1,81.8,1295.26,新建,35,1,鋼骨造,1943.4,2015-12-22,2015-08-12,,2012-01-16,0
104使字第0315號,醫療用地,2983,103雜字第0007號,0,,0,,155.0,0,0,0,修建,0,0,RC造,1825.59,2015-12-23,2014-12-24,,2014-10-07,0
104使字第0316號,商四（原商三）,230,100建字第0328號,9,0,2,160.44,1504.0,1,33.35,124.7,新建,26,1,RC造,80.5,2015-12-24,2015-08-04,33.2,2012-06-06,0
104使字第0317號,大專用地(公共設施用地),32657,101建字第0187號,4,0,1,453.75,1351.0,1,15.1,361.77,新建,1,1,RC造,19594.2,2015-12-24,2014-09-29,,2012-12-10,0
104使字第0318號,工商混合區,7142.77,101建字第0161號,10,0,4,4286.3,57193.0,1,37.7,2512.69,新建,118,1,鋼骨RC造,3571.39,2015-12-24,2015-04-20,,2012-08-14,0
104使字第0319號,住1,1572,101建字第0285號,3,0,1,0,1447.0,1,10.5,364.6,新建,1,1,RC造,1112.14,2015-12-25,2015-06-30,,2013-06-19,0
104使字第0320號,商三特(原住三)、住3,177.2,103建字第0099號,2,0,0,0,174.0,1,8.25,79.57,新建,1,1,RC造,97.46,2015-12-24,2015-10-01,,2014-09-04,18.8
104使字第0321號,一般住宅區,2195.34,103建字第0009號,11,0,3,1095.18,12561.0,1,36.5,768.09,新建,41,1,RC造,1427.25,2015-12-25,2015-10-13,,2014-02-18,0
104使字第0322號,住3,922,102建字第0276號,12,0,4,724,9134.0,1,40.8,414.62,新建,46,1,RC造,507.1,2015-12-29,2015-10-21,,2014-01-09,0
104使字第0323號,住2,328,101建字第0075號,4,0,1,0,1092.0,1,15.4,114.75,新建,1,1,鋼構造,213.2,2015-12-29,2015-02-13,,2012-10-18,0
104使字第8588號,第三之二種住宅區、第三之一種住宅區(特),7376.69,099建字第0288號,11,0,4,1300.48,24805.0,1,47.4,849.95,新建,53,1,鋼骨造,4057.18,2015-05-22,2015-03-02,,2010-08-30,0
105使字第0001號,機關用地(公共設施用地),85055,104建字第0066號,1,,0,0,800.0,0,21.85,291.26,增建,0,0,鋼骨造、輕鋼架造,51033,2016-01-04,2015-09-17,,2015-06-17,0
105使字第0002號,國小用地,18738,103建字第0011號,4,0,0,0,381.0,0,15.7,62.98,新建,1,2,鋼骨造,11242.8,2016-01-05,2015-06-18,,2014-07-07,0
105使字第0003號,住3,587,102建字第0096號,9,0,2,468.4,3264.0,1,29.35,258.45,新建,30,1,RC造,322.85,2016-01-05,2015-07-27,,2013-07-31,0
105使字第0004號,住2,563.48,102建字第0259號,5,0,1,0,864.0,1,17.5,196.21,新建,10,1,RC造,366.26,2016-01-06,2015-07-09,,2013-11-27,0
105使字第0005號,住3,70,103建字第0092號,3,0,0,0,100.0,1,10.15,31.36,新建,1,1,RC造,38.5,2016-01-06,2015-10-26,,2014-06-09,0
105使字第0006號,第三種商業區,46.44,101建字第0006號,7,0,2,127.21,1028.0,1,28.35,102.97,新建,12,1,RC造,16.25,2016-01-07,2015-09-07,,2012-10-03,74.56
105使字第0007號,商三特(原屬商二，住三),133.61,102建字第0321號,4,0,1,0,971.0,1,19.2,60.69,新建,3,1,鋼骨造,72.66,2016-01-07,2015-08-15,,2014-02-10,26.39
105使字第0008號,住2,2448,100建字第0147號,5,0,3,0,4174.0,2,17.5,624.78,新建,31,4,RC造,1160.43,2016-01-07,2015-08-28,,2012-02-16,0
105使字第0009號,國小用地(公共設施用地),30554.79,103建字第0123號,1,0,0,0,1232.0,0,8.5,695,新建,0,0,鋼骨造,27064.85,2016-01-08,2015-09-04,,2014-10-06,0
105使字第0010號,住4,119,102建字第0195號,3,0,0,0,40.0,0,10.2,0,增建,0,0,RC造,24.36,2016-01-11,2015-10-07,,2014-03-14,0
105使字第0011號,第三之二種住宅區、第三之一種住宅區(特),7376.69,099建字第0288號,23,0,4,3862.97,82046.0,1,89.9,3065.39,新建,165,2,鋼骨造,4057.18,2016-01-11,2015-07-29,,2010-08-30,0
105使字第0012號,特定專用區(三)(供特定住宅使用)、特定專用區(四)(供河濱住宅使用),270.32,098建字第0071號,2,0,0,0,232.0,1,11.14,208.68,修建,1,3,磚造、木造、輕型鋼架造,80.32,2016-01-12,2012-07-18,,2009-10-31,18.68
105使字第0013號,商1、住3,253.31,101建字第0332號,11,0,3,156.61,2477.0,1,40.3,143.45,新建,20,1,RC造,130.59,2016-01-12,2015-12-23,,2013-04-12,39.69
105使字第0014號,第二種住宅區(特),765.11,101建字第0211號,5,0,2,382.4,1847.0,1,17.5,288.1,新建,4,1,RC造,459.06,2016-01-12,2015-06-03,,2012-11-30,0
105使字第0015號,公園用地,3059,102建字第0077號,1,0,0,0,120.0,0,4.35,8.72,增建,0,0,RC造,2969.36,2016-01-13,2015-01-09,,2013-06-04,0
105使字第0016號,第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區),1371.25,104雜字第0023號,0,,0,,20.0,0,14.9,1437.22,新建,0,0,鋼架造,0,2016-01-14,,,,65.97
105使字第0017號,住3及住3－1,343,103建字第0027號,12,0,1,151.25,2084.0,1,44.15,151.25,新建,30,1,RC造,188.65,2016-01-15,2015-10-28,,2014-03-24,0
105使字第0018號,機關用地(公共設施用地),1711.92,103雜字第0020號,0,,0,,11.0,0,2.95,16.09,增建,0,0,輕型鋼架造,1461.85,2016-01-20,2015-08-14,,2015-05-15,537.08
105使字第0019號,住2,185,104雜字第0022號,0,,0,,3.0,0,0,0,新建,0,0,烤漆鋼板,0,2016-01-21,2016-01-05,,2015-10-21,
105使字第0020號,住3,562,104雜字第0015號,0,0,0,0,12.0,0,0,0,新建,0,0,鋼鐵造,,2016-01-22,2015-12-15,,2015-07-29,0
105使字第0021號,公園用地,16802,102建字第0121號,1,0,2,0,23.0,1,7.4,144.17,增建,1,1,RC造,14281.7,2016-01-25,2015-03-03,,2013-07-23,0
105使字第0022號,住3,257,102建字第0116號,7,0,1,142.75,1001.0,1,28.6,113.7,新建,12,1,RC造,140.55,2016-01-26,2015-11-25,,2013-12-05,0
105使字第0023號,大專用地,93101,095建字第0625號,7,0,1,0,504.0,3,30.27,869.43,增建,1,3,輕鋼架造,62520.68,2016-01-26,2008-03-07,,2007-08-22,0
105使字第0024號,商三特(商二)、商三特(原住三)、商三特(原住三之二),2918.2,101建字第0025號,19,0,5,2312.66,48451.0,1,67.75,1709.79,新建,149,2,鋼骨RC造,1208.13,2016-01-26,2015-11-18,,2012-10-22,0
105使字第0025號,住3,147,103建字第0241號,6,0,1,83.01,550.0,1,18.2,73.09,新建,5,1,RC造,73.91,2016-01-27,2015-11-16,,2014-11-05,0
105使字第0026號,資訊產業專用區(原屬住三、住三之二）,8882.94,104雜字第0025號,0,0,0,5134.26,3629.0,0,63.8,3991.15,新建,0,0,鋼骨造,4885.61,2016-01-28,2016-01-15,,,0
105使字第0027號,住3－1,222,102建字第0201號,6,0,1,126.75,799.0,1,21.4,99.75,新建,5,1,RC造,122.28,2016-01-29,2015-09-10,,2013-11-28,0
105使字第0028號,住3,1035,102建字第0198號,12,0,2,671.26,5062.0,1,38.85,363.91,新建,37,1,RC造,671.09,2016-01-29,2015-10-16,,2013-09-05,0
105使字第0029號,住3,144,102建字第0318號,6,0,1,93.23,626.0,1,17.8,71.98,新建,5,1,RC造,72,2016-01-30,2015-10-01,,2014-01-08,0
105使字第0030號,國中用地,25869.54,103建字第0093號,4,0,0,0,60.0,0,14.7,5704.86,增建,0,0,鋼骨造,15521.72,2016-01-30,2015-07-02,,2014-08-20,0
105使字第0031號,住3,124,102建字第0021號,7,0,1,51.14,553.0,1,26,48.78,新建,6,1,RC造,66.18,2016-02-03,2015-12-16,,2013-07-05,0
105使字第0032號,住3,97,100建字第0119號,5,0,1,0,300.0,1,16.5,43.64,新建,10,1,RC造,53.35,2016-02-03,2014-09-24,,2012-02-29,0
105使字第0033號,第三種住宅,219,102建字第0212號,5,0,0,134.9,34.0,0,15,127.46,增建,0,0,鋼骨造,120.45,2016-02-03,2015-04-20,,2013-12-26,0
105使字第0034號,住3,125,103建字第0048號,6,0,1,82.23,496.0,1,21.8,56.22,新建,17,1,RC造,68.75,2016-02-03,2015-10-21,,2014-04-24,0
105使字第0035號,公園用地(公共設施用地),27458,102建字第0155號,1,0,0,0,41.0,0,4.5,1597.64,增建,0,0,RC造,23339.3,2016-02-04,2014-10-17,,2013-07-15,0
105使字第0036號,農業區,3753,103雜字第0011號,0,0,0,0,55.0,0,1.9,0,新建,0,0,RC造,0,2016-02-04,2015-12-08,,2014-11-18,0
105使字第0037號,住宅區(住商混合使用),318.18,100建字第0149號,7,0,3,159.09,1184.0,1,25.2,90.71,新建,7,1,RC造,190.91,2016-02-04,2015-07-31,,2012-02-02,0
105使字第0038號,科技工業區(A區),2943.13,103建字第0202號,5,0,1,1695.33,14534.0,1,22.95,1617.64,新建,1,1,鋼骨造,1324.41,2016-02-05,2015-11-16,,2014-01-08,0
105使字第0039號,住3、住3－2,1667.16,103建字第0069號,5,0,0,0,48.0,0,17.78,768.16,新建,0,0,RC造,916.94,2016-02-05,2015-10-16,,2014-10-23,0
105使字第0040號,商三特(原住三之二),539,102建字第0132號,12,0,4,360.33,4950.0,1,47.68,242.48,新建,30,1,RC造,296.52,2016-02-18,2015-10-02,,2013-10-07,0
105使字第0041號,住3、住3－2,154,103建字第0161號,5,0,0,0,334.0,1,17.5,69.06,新建,2,1,RC造,84.7,2016-02-18,2015-10-19,,2014-09-15,0
105使字第0042號,商四特(原屬住三),169.63,102建字第0322號,7,0,2,94.3,1003.0,1,21,84.65,新建,12,1,RC造,107.62,2016-02-19,2015-10-16,20.85,2014-03-03,25.37
105使字第0043號,住3,563,102建字第0233號,7,0,2,316.21,2579.0,1,21,253.2,新建,28,1,RC造,309.57,2016-02-23,2015-11-17,,2013-09-23,0
105使字第0044號,特定專用區(一)(供特定商業使用),196.7,098建字第0207號,2,0,0,0,261.0,1,9.35,125.41,新建,4,1,RC造,40.71,2016-02-23,2014-05-09,,2009-08-06,75.18
105使字第0045號,住3,180,101建字第0315號,7,,1,96.81,739.0,1,26.2,80.02,新建,12,1,RC造,97.98,2016-02-24,2015-10-12,,2013-08-07,0
105使字第0046號,第三種商業區(原屬第二種商業區)及第三種住宅區,281,103建字第0035號,6,,2,191.37,1262.0,1,21,149.83,新建,18,1,RC造,130.75,2016-02-26,2015-11-13,,2014-04-17,0
105使字第0047號,住3,147,102建字第0049號,7,0,1,66.12,550.0,1,20.85,66.06,新建,6,1,RC造,80.94,2016-03-01,2014-11-17,,2013-05-17,0
105使字第0048號,第三種住宅,962,099建字第0092號,6,,2,673.78,3899.0,1,18.8,481,新建,49,2,RC造,481,2016-03-01,2014-10-25,,2010-12-01,0
105使字第0049號,住3,447,103建字第0040號,5,0,0,0,665.0,1,19.5,188.36,新建,1,1,RC造,245.85,2016-03-02,2015-09-24,,2014-04-28,0
105使字第0050號,商三特,748.58,099建字第0452號,10,0,4,585.94,7660.0,1,35.86,473.45,新建,38,1,RC造,268.4,2016-03-04,2015-01-22,,2011-02-21,52.42
105使字第0051號,商3,1119.77,102建字第0130號,21,0,5,950.17,24251.0,1,70,743.49,新建,92,1,RC造,486.4,2016-03-07,2015-11-17,,2013-06-20,110.12
