licence_num_Lv,value_Lv,value_usage,value
100使字第0001號,1棟 地上9樓,集合住宅(H2),135.91
100使字第0001號,1棟 地上3樓,集合住宅(H2),238.43
100使字第0001號,1棟 地上5樓,集合住宅(H2),238.43
100使字第0001號,1棟 突出物1樓,電梯間.屋頂平台,24.72
100使字第0001號,1棟 地上7樓,集合住宅(H2),238.43
100使字第0001號,1棟 地下1樓,防空避難室兼停車空間,468.0
100使字第0001號,1棟 地上1樓,"管委會辦公室,日常用品零售業(G3)自行車停車空間
",234.45
100使字第0001號,1棟 突出物2樓,電梯機械室,26.27
100使字第0001號,1棟 地上2樓,集合住宅(H2),238.43
100使字第0001號,1棟 地下3樓,停車空間.消防機房,468.0
100使字第0001號,1棟 地下2樓,停車空間.機械室,468.0
100使字第0001號,1棟 突出物3樓,水箱,22.28
100使字第0001號,1棟 地上4樓,集合住宅(H2),238.43
100使字第0001號,1棟 地上8樓,集合住宅(H2),226.75
100使字第0001號,1棟 地上6樓,集合住宅(H2),238.43
100使字第0002號,乙棟 地上3樓,(D4教育設施)供國中以上各級學校使用之教學場所—電梯,13.2
100使字第0002號,乙棟 地上1樓,(D4教育設施)供國中以上各級學校使用之教學場所—電梯,13.2
100使字第0002號,乙棟 地上2樓,(D4教育設施)供國中以上各級學校使用之教學場所—電梯,13.2
100使字第0002號,乙棟 地上4樓,(D4教育設施)供國中以上各級學校使用之教學場所—電梯,13.2
100使字第0002號,乙棟 地上5樓,(D4教育設施)供國中以上各級學校使用之教學場所—電梯,13.2
100使字第0003號,地上1樓,"未標明用途:地上1樓,面積:519.42㎡,高度:6.7M",519.42
100使字第0003號,地下1樓,"未標明用途:地下1樓,面積:797.7㎡,高度:3.5M",797.7
100使字第0004號,地上3樓,"未標明用途:地上3樓,面積:63㎡,高度:3M",63.0
100使字第0004號,突出物1樓,"未標明用途:突出物1樓,面積:17.5㎡,高度:4.3M",17.5
100使字第0004號,地上4樓,"未標明用途:地上4樓,面積:63㎡,高度:3M",63.0
100使字第0004號,地上2樓,"未標明用途:地上2樓,面積:63㎡,高度:3M",63.0
100使字第0004號,地上5樓,"未標明用途:地上5樓,面積:43.71㎡,高度:3M",43.71
100使字第0004號,地上1樓,"未標明用途:地上1樓,面積:64.94㎡,高度:3.3M",64.94
100使字第0005號,地上10樓,"未標明用途:地上10樓,面積:177.24㎡,高度:3.6M",177.24
100使字第0005號,地上1樓,"未標明用途:地上1樓,面積:978.62㎡,高度:4M",978.62
100使字第0005號,地上9樓,"未標明用途:地上9樓,面積:958.86㎡,高度:3.8M",958.86
100使字第0005號,地上7樓,"未標明用途:地上7樓,面積:963.46㎡,高度:3.8M",963.46
100使字第0005號,地上2樓,"未標明用途:地上2樓,面積:973.39㎡,高度:3.8M",973.39
100使字第0005號,地上8樓,"未標明用途:地上8樓,面積:963.46㎡,高度:3.8M",963.46
100使字第0005號,突出物1樓,"未標明用途:突出物1樓,面積:58.15㎡,高度:3M",58.15
100使字第0005號,地上6樓,"未標明用途:地上6樓,面積:963.46㎡,高度:3.8M",963.46
100使字第0005號,地上3樓,"未標明用途:地上3樓,面積:971.28㎡,高度:3.8M",971.28
100使字第0005號,地上5樓,"未標明用途:地上5樓,面積:963.46㎡,高度:3.8M",963.46
100使字第0005號,地上4樓,"未標明用途:地上4樓,面積:968.62㎡,高度:3.8M",968.62
100使字第0005號,地下1樓,"未標明用途:地下1樓,面積:1834.8㎡,高度:4.5M",1834.8
100使字第0005號,地下2樓,"未標明用途:地下2樓,面積:1834.8㎡,高度:3.6M",1834.8
100使字第0006號,地上2樓,"未標明用途:地上2樓,面積:70.3㎡,高度:3M",70.3
100使字第0006號,突出物1樓,"未標明用途:突出物1樓,面積:18㎡,高度:3M",18.0
100使字第0006號,地下1樓,"未標明用途:地下1樓,面積:28㎡,高度:2.6M",28.0
100使字第0006號,地上1樓,"未標明用途:地上1樓,面積:72.7㎡,高度:3.3M",72.7
100使字第0007號,地上3樓,"未標明用途:地上3樓,面積:13.83㎡,高度:3.2M",13.83
100使字第0007號,突出物2樓,"未標明用途:突出物2樓,面積:17.59㎡,高度:2.35M",17.59
100使字第0007號,地上2樓,"未標明用途:地上2樓,面積:16.34㎡,高度:3.2M",16.34
100使字第0007號,地上1樓,"未標明用途:地上1樓,面積:19.44㎡,高度:3.85M",19.44
100使字第0007號,地上4樓,"未標明用途:地上4樓,面積:10.35㎡,高度:4M",10.35
100使字第0007號,突出物1樓,"未標明用途:突出物1樓,面積:10.35㎡,高度:4.5M",10.35
100使字第0008號,地上2樓,"未標明用途:地上2樓,面積:85.36㎡,高度:3.2M",85.36
100使字第0008號,地上1樓,"未標明用途:地上1樓,面積:94.14㎡,高度:4.24M",94.14
100使字第0008號,地上4樓,"未標明用途:地上4樓,面積:85.36㎡,高度:3.2M",85.36
100使字第0008號,地上6樓,"未標明用途:地上6樓,面積:85.36㎡,高度:3.2M",85.36
100使字第0008號,地上7樓,"未標明用途:地上7樓夾層,面積:27.45㎡,高度:3M",27.45
100使字第0008號,地上7樓,"未標明用途:地上7樓,面積:88.66㎡,高度:3M",88.66
100使字第0008號,突出物2樓,"未標明用途:突出物2樓,面積:24.99㎡,高度:2.45M",24.99
100使字第0008號,地上3樓,"未標明用途:地上3樓,面積:85.36㎡,高度:3.2M",85.36
100使字第0008號,突出物1樓,"未標明用途:突出物1樓,面積:24.99㎡,高度:4.8M",24.99
100使字第0008號,地下1樓,"未標明用途:地下1樓,面積:121.92㎡,高度:2.9M",121.92
100使字第0008號,突出物3樓,"未標明用途:突出物3樓,面積:24.2㎡,高度:1.65M",24.2
100使字第0008號,地上5樓,"未標明用途:地上5樓,面積:85.36㎡,高度:3.2M",85.36
100使字第0009號,地上5樓,"未標明用途:地上5樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上12樓,"未標明用途:地上12樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上7樓,"未標明用途:地上7樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上3樓,"未標明用途:地上3樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,突出物3樓,"未標明用途:突出物3樓,面積:24.44㎡,高度:3M",24.44
100使字第0009號,地上9樓,"未標明用途:地上9樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上4樓,"未標明用途:地上4樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上14樓,"未標明用途:地上14樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上2樓,"未標明用途:地上2樓,面積:147㎡,高度:3.6M",147.0
100使字第0009號,騎樓,"未標明用途:騎樓,面積:74.82㎡,高度:4.2M",74.82
100使字第0009號,地上8樓,"未標明用途:地上8樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上11樓,"未標明用途:地上11樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地下1樓,"未標明用途:地下1樓,面積:280.56㎡,高度:3.5M",280.56
100使字第0009號,突出物2樓,"未標明用途:突出物2樓,面積:24.44㎡,高度:3M",24.44
100使字第0009號,地上1樓,"未標明用途:地上1樓,面積:123.61㎡,高度:4.2M",123.61
100使字第0009號,突出物1樓,"未標明用途:突出物1樓,面積:24.44㎡,高度:3M",24.44
100使字第0009號,地上6樓,"未標明用途:地上6樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上13樓,"未標明用途:地上13樓,面積:147㎡,高度:3.5M",147.0
100使字第0009號,地上10樓,"未標明用途:地上10樓,面積:147㎡,高度:3.5M",147.0
100使字第0011號,地上1樓,"未標明用途:地上1樓,面積:122.6㎡,高度:3.15M",122.6
100使字第0011號,突出物2樓,"未標明用途:突出物2樓,面積:17.2㎡,高度:2M",17.2
100使字第0011號,地上4樓,"未標明用途:地上4樓,面積:146.95㎡,高度:3.15M",146.95
100使字第0011號,地上2樓,"未標明用途:地上2樓,面積:146.95㎡,高度:3.15M",146.95
100使字第0011號,突出物1樓,"未標明用途:突出物1樓,面積:38.66㎡,高度:2.7M",38.66
100使字第0011號,地上3樓,"未標明用途:地上3樓,面積:146.95㎡,高度:3.15M",146.95
100使字第0011號,地下1樓,"未標明用途:地下1樓,面積:199.98㎡,高度:3.75M",199.98
100使字第0012號,A棟 地上11樓,(H2)集合住宅,642.92
100使字第0012號,B棟 地上3樓,(H2)集合住宅,416.25
100使字第0012號,A棟 地上14樓,(H2)集合住宅,642.92
100使字第0012號,A棟 地上10樓,(H2)集合住宅,642.92
100使字第0012號,A棟 地上15樓,(H2)集合住宅,642.92
100使字第0012號,A棟 地上7樓,(H2)集合住宅,642.92
100使字第0012號,C棟 地上1樓,(H2)集合住宅,428.34
100使字第0012號,C棟 地上2樓,(H2)集合住宅,417.33
100使字第0012號,A棟 地上9樓,(H2)集合住宅,642.92
100使字第0012號,A棟 地上3樓,(H2)集合住宅,642.92
100使字第0012號,C棟 地上3樓,(H2)集合住宅,416.25
100使字第0012號,A棟 突出物2樓, 樓梯間(22㎡)，機房(49.11㎡),71.11
100使字第0012號,A棟 突出物1樓,樓梯間，梯間、自來水箱、消防水箱,111.45
100使字第0012號,B棟 地上5樓,(H2)集合住宅,416.25
100使字第0012號,B棟 地上1樓,(H2)集合住宅,428.34
100使字第0012號,B棟 地上12樓,(H2)集合住宅,416.25
100使字第0012號,B棟 地上10樓,(H2)集合住宅,416.25
100使字第0012號,****棟 地下3樓,防空避難室兼停車空間（4785.53㎡），水箱、機械室、機房(104.93㎡)。,4890.46
100使字第0012號,B棟 地上9樓,(H2)集合住宅,416.25
100使字第0012號,B棟 地上13樓,(H2)集合住宅,416.25
100使字第0012號,****棟 地下2樓,"停車空間,機房",4890.46
100使字第0012號,B棟 地上8樓,(H2)集合住宅,416.25
100使字第0012號,B棟 地上4樓,(H2)集合住宅,416.25
100使字第0012號,B棟 地上14樓,(H2)集合住宅,416.25
100使字第0012號,B棟 地上15樓,(H2)集合住宅,416.25
100使字第0012號,B棟 突出物1樓,梯間，樓梯間，自來水箱，消防水箱,92.05
100使字第0012號,B棟 突出物2樓,樓梯間(13.62㎡)、機房(41.37㎡)。,54.99
100使字第0012號,B棟 地上7樓,(H2)集合住宅,416.25
100使字第0012號,A棟 地上4樓,(H2)集合住宅,642.92
100使字第0012號,B棟 地上6樓,(H2)集合住宅,416.25
100使字第0012號,A棟 地上6樓,(H2)集合住宅,642.92
100使字第0012號,A棟 地上16樓,(H2)集合住宅,642.92
100使字第0012號,C棟 地上4樓,(H2)集合住宅,416.25
100使字第0012號,B棟 地上2樓,(H2)集合住宅,417.33
100使字第0012號,B棟 地上11樓,(H2)集合住宅,416.25
100使字第0012號,A棟 地上12樓,(H2)集合住宅,642.92
100使字第0012號,A棟 地上5樓,(H2)集合住宅,642.92
100使字第0012號,A棟 地上8樓,(H2)集合住宅,642.92
100使字第0012號,C棟 地上10樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上11樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上9樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上8樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上7樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上6樓,(H2)集合住宅,416.25
100使字第0012號,A棟 地上1樓,(H2)集合住宅,810.19
100使字第0012號,A棟 地上2樓,(H2)集合住宅,706.42
100使字第0012號,A棟 地上17樓,(H2)集合住宅,642.92
100使字第0012號,C棟 地上5樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上15樓,(H2)集合住宅,416.25
100使字第0012號,D棟 地上2樓,社區遊憩設施(D1),291.53
100使字第0012號,D棟 地上1樓,入口門廳(24.14㎡)，警衛室(14.67㎡)，排風管道、社區遊憩設施(D1)(332.11㎡),370.92
100使字第0012號,C棟 突出物2樓,"樓梯間(13.62㎡),機房(41.37㎡)",54.99
100使字第0012號,****棟 地下1樓,停車空間(2669.49㎡)，配電室、機房、受電室、電錶室、景觀設施(522.81㎡)，(D1)社區游泳池(1698.16㎡)。,4890.46
100使字第0012號,C棟 突出物1樓,梯間、樓梯間、自來水箱、消防水箱,92.05
100使字第0012號,A棟 地上13樓,(H2)集合住宅(550.51㎡)、機房、水箱(92.41㎡)。,642.92
100使字第0012號,C棟 地上14樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上13樓,(H2)集合住宅,416.25
100使字第0012號,C棟 地上12樓,(H2)集合住宅,416.25
100使字第0013號,地上5樓,"未標明用途:地上5樓,面積:830.14㎡,高度:3.2M",830.14
100使字第0013號,地下3樓,"未標明用途:地下3樓,面積:2899.15㎡,高度:3M",2899.15
100使字第0013號,突出物2樓,"未標明用途:突出物2樓,面積:132.74㎡,高度:3M",132.74
100使字第0013號,地上3樓,"未標明用途:地上3樓,面積:830.14㎡,高度:3.2M",830.14
100使字第0013號,地下2樓,"未標明用途:地下2樓,面積:2899.15㎡,高度:3M",2899.15
100使字第0013號,地下4樓,"未標明用途:地下4樓,面積:2899.15㎡,高度:3M",2899.15
100使字第0013號,地上4樓,"未標明用途:地上4樓,面積:830.14㎡,高度:3.2M",830.14
100使字第0013號,地上15樓,"未標明用途:地上15樓,面積:878.38㎡,高度:3.2M",878.38
100使字第0013號,地上7樓,"未標明用途:地上7樓,面積:830.14㎡,高度:3.2M",830.14
100使字第0013號,突出物1樓,"未標明用途:突出物1樓,面積:132.74㎡,高度:3M",132.74
100使字第0013號,地上22樓,"未標明用途:地上22樓,面積:858.2㎡,高度:3.2M",858.2
100使字第0013號,地上2樓,"未標明用途:地上2樓,面積:589.64㎡,高度:3.2M",589.64
100使字第0013號,地上1樓,"未標明用途:地上1樓,面積:995.72㎡,高度:4.2M",995.72
100使字第0013號,地上6樓,"未標明用途:地上6樓,面積:830.14㎡,高度:3.2M",830.14
100使字第0013號,地上17樓,"未標明用途:地上17樓,面積:878.38㎡,高度:3.2M",878.38
100使字第0013號,地下1樓,"未標明用途:地下1樓,面積:2899.15㎡,高度:4.4M",2899.15
100使字第0013號,地上19樓,"未標明用途:地上19樓,面積:858.2㎡,高度:3.2M",858.2
100使字第0013號,地上12樓,"未標明用途:地上12樓,面積:871.86㎡,高度:3.2M",871.86
100使字第0013號,地上18樓,"未標明用途:地上18樓,面積:878.38㎡,高度:3.2M",878.38
100使字第0013號,地上16樓,"未標明用途:地上16樓,面積:878.38㎡,高度:3.2M",878.38
100使字第0013號,地上9樓,"未標明用途:地上9樓,面積:871.86㎡,高度:3.2M",871.86
100使字第0013號,地上11樓,"未標明用途:地上11樓,面積:871.86㎡,高度:3.2M",871.86
100使字第0013號,地上20樓,"未標明用途:地上20樓,面積:858.2㎡,高度:3.2M",858.2
100使字第0013號,地上21樓,"未標明用途:地上21樓,面積:858.2㎡,高度:3.2M",858.2
100使字第0013號,地上10樓,"未標明用途:地上10樓,面積:871.86㎡,高度:3.2M",871.86
100使字第0013號,地上8樓,"未標明用途:地上8樓,面積:830.14㎡,高度:3.2M",830.14
100使字第0013號,地上13樓,"未標明用途:地上13樓,面積:916.24㎡,高度:3.2M",916.24
100使字第0013號,地上14樓,"未標明用途:地上14樓,面積:878.38㎡,高度:3.2M",878.38
100使字第0014號,B棟 地上2樓,"B2一般批發業(供疋頭,服飾品,日用飲食品)(115.12㎡)",115.12
100使字第0014號,A棟 地上2樓,H-2集合住宅,130.14
100使字第0014號,C棟 地上3樓,H-2集合住宅,61.54
100使字第0014號,A棟 地上1樓,"G-3一般批發業(供疋頭,服飾品,日用飲食品)",148.35
100使字第0014號,B棟 地上3樓,B2一般批發業(供疋頭、服飾品、日用飲食品),44.96
100使字第0014號,C棟 地上2樓,"B2一般批發業(供疋頭,服飾品,日用飲食品)",61.54
100使字第0014號,A棟 騎樓,騎樓,19.28
100使字第0014號,B棟 地上1樓,"B2一般批發業(供疋頭,服飾品,日用飲食品)",108.09
100使字第0014號,B棟 騎樓,騎樓,16.88
100使字第0014號,C棟 地上1樓,"B2一般批發業(供疋頭,服飾品,日用飲食品)(42.95㎡),停車空間(21.36㎡)",64.43
100使字第0015號,1棟 地下1樓,(G3)日常服務業141.99㎡，機械設備空間7.99㎡，(C1)防空避難室313.34㎡;其中兼機車停車空間251.36㎡，機電空間,463.32
100使字第0015號,1棟 地上6樓,(H2)集合住宅，機械設備空間8.20㎡,130.59
100使字第0015號,1棟 地上7樓,(H2)集合住宅，機械設備空間4.42㎡,81.2
100使字第0015號,1棟 突出物2樓,樓梯間，水箱,29.72
100使字第0015號,1棟 地上2樓,(H2)集合住宅，機械設備空間18.04㎡,252.04
100使字第0015號,1棟 地上4樓,(H2)集合住宅，機械設備空間18.04㎡,252.04
100使字第0015號,1棟 地下2樓,(C1)倉儲式停車空間390.54㎡，機電空間,463.32
100使字第0015號,1棟 突出物1樓,樓梯間,31.69
100使字第0015號,1棟 地上1樓,(H2)集合住宅128.70㎡，機械設備空間9.64㎡，管委會使用空間28.15㎡，梯廳26.08㎡,244.52
100使字第0015號,1棟 地上3樓,(H2)集合住宅，機械設備空間18.04㎡,252.04
100使字第0015號,1棟 地上5樓,(H2)集合住宅，機械設備空間12.42㎡,189.29
100使字第0016號,1棟 地上2樓,(H2)集合住宅,141.54
100使字第0016號,1棟 地下1樓,防空避難室兼停車空間,163.35
100使字第0016號,1棟 突出物2樓,梯間，水箱，電梯機房，(H2)集合住宅,17.76
100使字第0016號,1棟 地上1樓,機車停車空間(34.82㎡)，機房(供發電機使用)(9.78㎡)，機房(供電信使用)(3.02㎡)，電樓梯間(26.51㎡)，日常用品零售業(20.25㎡)，車道(40.67㎡),135.05
100使字第0016號,1棟 地上4樓,(H2)集合住宅,96.91
100使字第0016號,1棟 地上7樓,(H2)集合住宅,27.31
100使字第0016號,1棟 地上5樓,(H2)集合住宅,96.91
100使字第0016號,1棟 地上6樓,(H2)集合住宅,96.91
100使字第0016號,1棟 地上7樓,(H2)集合住宅,89.11
100使字第0016號,1棟 地上3樓,(H2)集合住宅,141.54
100使字第0016號,1棟 突出物1樓,梯間(H2)集合住宅,17.9
100使字第0017號,A棟 地上3樓,(B4)一般旅館業(旅館),518.28
100使字第0017號,A棟 地上2樓,(B4)一般旅館業(旅館),385.99
100使字第0017號,A棟 地下1樓,防空避難室兼停車空間,698.98
100使字第0017號,A棟 地上9樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 地上6樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 地上5樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 突出物2樓,樓梯間、機械室、水箱,61.92
100使字第0017號,A棟 突出物1樓,樓電梯間、發電機室,68.28
100使字第0017號,A棟 地下3樓,停車空間,698.98
100使字第0017號,A棟 地下4樓,停車空間,698.98
100使字第0017號,A棟 地上8樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 地上4樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 地上12樓,(B4)一般旅館業（旅館）,469.32
100使字第0017號,A棟 地上10樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 地下2樓,停車空間,698.98
100使字第0017號,A棟 地上7樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 地上11樓,(B4)一般旅館業(旅館),469.32
100使字第0017號,A棟 地上1樓,(B4)一般旅館業(旅館),514.37
100使字第0018號,地上5樓,"未標明用途:地上5樓,面積:1213.43㎡,高度:3.2M",1213.43
100使字第0018號,地上3樓,"未標明用途:地上3樓,面積:1298.83㎡,高度:3.2M",1298.83
100使字第0018號,地下1樓,"未標明用途:地下1樓,面積:1830.78㎡,高度:6.2M",1830.78
100使字第0018號,突出物1樓,"未標明用途:突出物1樓,面積:158.41㎡,高度:3M",158.41
100使字第0018號,地下4樓,"未標明用途:地下4樓,面積:1921.95㎡,高度:3.2M",1921.95
100使字第0018號,地下5樓,"未標明用途:地下5樓,面積:1886.96㎡,高度:3.2M",1886.96
100使字第0018號,地上1樓,"未標明用途:地上1樓,面積:1589.07㎡,高度:4.5M",1589.07
100使字第0018號,地下3樓,"未標明用途:地下3樓,面積:2129.91㎡,高度:4M",2129.91
100使字第0018號,地上4樓,"未標明用途:地上4樓,面積:1242.33㎡,高度:3.2M",1242.33
100使字第0018號,地下2樓,"未標明用途:地下2樓,面積:2040.77㎡,高度:3.5M",2040.77
100使字第0018號,突出物2樓,"未標明用途:突出物2樓,面積:150.64㎡,高度:3M",150.64
100使字第0018號,地上2樓,"未標明用途:地上2樓,面積:1410.02㎡,高度:3.2M",1410.02
100使字第0020號,地上7樓,"未標明用途:地上7樓夾層,面積:39.46㎡,高度:3M",39.46
100使字第0020號,突出物1樓,"未標明用途:突出物1樓,面積:17.99㎡,高度:2.8M",17.99
100使字第0020號,地上4樓,"未標明用途:地上4樓,面積:129.68㎡,高度:3.2M",129.68
100使字第0020號,地上6樓,"未標明用途:地上6樓,面積:129.68㎡,高度:3.2M",129.68
100使字第0020號,地下1樓,"未標明用途:地下1樓,面積:264.6㎡,高度:5.35M",264.6
100使字第0020號,地上7樓,"未標明用途:地上7樓,面積:123.73㎡,高度:6M",123.73
100使字第0020號,地上3樓,"未標明用途:地上3樓,面積:129.68㎡,高度:3.2M",129.68
100使字第0020號,地上5樓,"未標明用途:地上5樓,面積:129.68㎡,高度:3.2M",129.68
100使字第0020號,地上1樓,"未標明用途:地上1樓,面積:134.67㎡,高度:3.4M",134.67
100使字第0020號,地下1樓,"未標明用途:地下1樓夾層,面積:55.5㎡,高度:2.75M",55.5
100使字第0020號,突出物2樓,"未標明用途:突出物2樓,面積:12.41㎡,高度:3.2M",12.41
100使字第0020號,地上2樓,"未標明用途:地上2樓,面積:129.68㎡,高度:3.2M",129.68
100使字第0021號,B棟 地上4樓,寄宿住宅，(H1)供特定人短期住宿之場所,530.25
100使字第0021號,A棟 地上2樓,一般旅館業，(B4)供不特定人士休息住宿場所,203.39
100使字第0021號,A棟 突出物2樓,機房，樓梯間,23.29
100使字第0021號,A棟 地上5樓,一般旅館業，(B4)供不特定人士休息住宿場所,203.39
100使字第0021號,B棟 地上5樓,寄宿住宅，(H1)供特定人短期住宿之場所,530.25
100使字第0021號,A棟 突出物1樓,樓梯間,23.29
100使字第0021號,****棟 地下1樓,防空避難室兼停車空間，台電受電室，機房，水箱及樓電梯間,1286.56
100使字第0021號,A棟 突出物3樓,水箱,23.29
100使字第0021號,A棟 地上3樓,一般旅館業，(B4)供不特定人士休息住宿場所,203.39
100使字第0021號,B棟 地上2樓,寄宿住宅，(H1)供特定人短期住宿之場所,549.09
100使字第0021號,B棟 地上3樓,寄宿住宅，(H1)供特定人短期住宿之場所,549.09
100使字第0021號,B棟 地上1樓,門廳，停車空間，(H1)供特定人短期住宿之場所,549.09
100使字第0021號,B棟 突出物1樓,樓梯間、屋頂平台水箱(H=2.0M),128.84
100使字第0021號,A棟 地上4樓,一般旅館業，(B4)供不特定人士休息住宿場所,203.39
100使字第0021號,A棟 地上1樓,騎樓，管理員室，樓電梯間，(B4)供不特定人士休息住宿場所,203.39
100使字第0021號,B棟 突出物2樓,樓梯間、機房,64.47
100使字第0022號,A棟 地上7樓,(H2)集合住宅,293.85
100使字第0022號,A棟 地下2樓,停車空間,805.22
100使字第0022號,A棟 地下1樓,(C2)防空避難室兼停車空間,805.22
100使字第0022號,A棟 地下3樓,停車空間,805.22
100使字第0022號,A棟 地上3樓,(H2)集合住宅,293.85
100使字第0022號,A棟 地上5樓,(H2)集合住宅,293.85
100使字第0022號,A棟 突出物1樓,水箱、電梯坑道,38.18
100使字第0022號,A棟 地上10樓,(H2)集合住宅,296.14
100使字第0022號,A棟 地上13樓,H2)集合住宅,245.0
100使字第0022號,A棟 地上9樓,(H2)集合住宅,296.14
100使字第0022號,A棟 地上1樓,機車停車空間(198.34㎡)，管理員室(4.00㎡)，管委會使用空間(11.02㎡)，車道(88.84㎡)，梯廳、電梯等(53.74㎡)；198.34+4+11.02+88.84+53.74=355.94㎡,355.94
100使字第0022號,A棟 地上8樓,(H2)集合住宅,293.85
100使字第0022號,A棟 地下4樓,停車空間,805.22
100使字第0022號,A棟 地上6樓,(H2)集合住宅,293.85
100使字第0022號,A棟 地上12樓,(H2)集合住宅,296.14
100使字第0022號,A棟 地上14樓,(H2)集合住宅,166.79
100使字第0022號,A棟 地上2樓,(H2)集合住宅,293.85
100使字第0022號,A棟 地上4樓,(H2)集合住宅,293.85
100使字第0022號,A棟 突出物2樓,電梯機房,38.18
100使字第0022號,A棟 地上11樓,(H2)集合住宅,296.14
100使字第0023號,地上8樓,"未標明用途:地上8樓,面積:352.64㎡,高度:3.2M",352.64
100使字第0023號,地上2樓,"未標明用途:地上2樓,面積:386.35㎡,高度:3.6M",386.35
100使字第0023號,地上5樓,"未標明用途:地上5樓,面積:308.43㎡,高度:3.6M",308.43
100使字第0023號,地上6樓,"未標明用途:地上6樓,面積:303.85㎡,高度:4.1M",303.85
100使字第0023號,突出物1樓,"未標明用途:突出物1樓,面積:35㎡,高度:3M",35.0
100使字第0023號,地上1樓,"未標明用途:地上1樓,面積:365.96㎡,高度:4M",365.96
100使字第0023號,地下1樓,"未標明用途:地下1樓,面積:752.86㎡,高度:3.8M",752.86
100使字第0023號,地下2樓,"未標明用途:地下2樓,面積:752.86㎡,高度:3M",752.86
100使字第0023號,地下3樓,"未標明用途:地下3樓,面積:752.86㎡,高度:3M",752.86
100使字第0023號,地上10樓,"未標明用途:地上10樓,面積:68㎡,高度:3M",68.0
100使字第0023號,地上7樓,"未標明用途:地上7樓,面積:352.23㎡,高度:3.6M",352.23
100使字第0023號,地上9樓,"未標明用途:地上9樓,面積:108.2㎡,高度:3.2M",108.2
100使字第0023號,地上4樓,"未標明用途:地上4樓,面積:316.27㎡,高度:3.6M",316.27
100使字第0023號,地上3樓,"未標明用途:地上3樓,面積:386.35㎡,高度:3.6M",386.35
100使字第0024號,突出物1樓,"未標明用途:突出物1樓,面積:40.99㎡,高度:3M",40.99
100使字第0024號,地上2樓,"未標明用途:地上2樓,面積:304.35㎡,高度:3.6M",304.35
100使字第0024號,地上1樓,"未標明用途:地上1樓,面積:387.96㎡,高度:4.2M",387.96
100使字第0024號,地上3樓,"未標明用途:地上3樓,面積:152.04㎡,高度:3M",152.04
100使字第0025號,1棟 突出物1樓,梯間,17.55
100使字第0025號,1棟 地上6樓,(H2)集合住宅,81.85
100使字第0025號,1棟 突出物2樓,水箱,17.92
100使字第0025號,1棟 地上1樓,"停車空間50.5m2,管理委員會使用空間11.78m2,門廳9.32m2,停車空間",88.94
100使字第0025號,1棟 地上4樓,(H2)集合住宅,81.85
100使字第0025號,1棟 地上5樓,(H2)集合住宅,81.85
100使字第0025號,1棟 地上3樓,(H2)集合住宅,81.85
100使字第0025號,1棟 地上7樓,(H2)集合住宅,69.19
100使字第0025號,1棟 地下1樓,防空避難室兼停車空間,121.6
100使字第0025號,1棟 地上2樓,(H2)集合住宅,81.85
100使字第0025號,1棟 突出物3樓,機械室,17.92
100使字第0026號,突出物1樓,"未標明用途:突出物1樓,面積:9.99㎡,高度:3M",9.99
100使字第0026號,突出物2樓,"未標明用途:突出物2樓,面積:9.99㎡,高度:2.5M",9.99
100使字第0026號,地上4樓,"未標明用途:地上4樓,面積:53.76㎡,高度:3.2M",53.76
100使字第0026號,地上5樓,"未標明用途:地上5樓,面積:53.76㎡,高度:3.2M",53.76
100使字第0026號,地上3樓,"未標明用途:地上3樓,面積:56.7㎡,高度:3.2M",56.7
100使字第0026號,地上2樓,"未標明用途:地上2樓,面積:56.7㎡,高度:3.2M",56.7
100使字第0026號,地上1樓,"未標明用途:地上1樓,面積:56.7㎡,高度:4.2M",56.7
100使字第0027號,A棟 騎樓,騎樓,17.9
100使字第0027號,A棟 地上4樓,(H2)多戶住宅,40.49
100使字第0027號,A棟 地上3樓,(H2)多戶住宅,52.52
100使字第0027號,A棟 地上2樓,(H2)多戶住宅,125.38
