licence_num_Lv,value_Lv,value_usage,value
100使字第0241號,A棟 地下1樓,"防空避難室108.88㎡，全自動停車設備24.95㎡,",133.83
100使字第0241號,A棟 地上7樓,(H2)集合住宅,61.45
100使字第0241號,A棟 地上5樓,(H2)集合住宅,92.35
100使字第0242號,地上2樓,"未標明用途:地上2樓,面積:163.15㎡,高度:3.04M",163.15
100使字第0242號,地上3樓,"未標明用途:地上3樓,面積:163.15㎡,高度:3.48M",163.15
100使字第0242號,地上1樓,"未標明用途:地上1樓,面積:164.93㎡,高度:3.36M",164.93
100使字第0242號,地下1樓,"未標明用途:地下1樓,面積:80.76㎡,高度:3M",80.76
100使字第0243號,A棟 突出物1樓,梯間,24.96
100使字第0243號,A棟 地上5樓,(H2)集合住宅,42.76
100使字第0243號,A棟 地上3樓,(H2)集合住宅,42.76
100使字第0243號,A棟 突出物3樓,機房，水箱,24.96
100使字第0243號,A棟 地上2樓,(H2)集合住宅,42.76
100使字第0243號,A棟 地上4樓,(H2)集合住宅,42.76
100使字第0243號,A棟 突出物2樓,梯間,24.96
100使字第0243號,A棟 地下1樓,"防空避難室55.84㎡,機械停車設備15.5㎡",71.34
100使字第0243號,A棟 地上6樓,(H2)集合住宅,39.1
100使字第0243號,A棟 地上1樓,門廳15.89㎡，機械停車設備26.74㎡,42.63
100使字第0244號,1棟 地上5樓,(H2)集合住宅，樓板至天花板最高部份為4.2m，最低部份為3.0m，平均3.6m,59.78
100使字第0244號,1棟 突出物2樓,水箱,5.43
100使字第0244號,1棟 地上2樓,(H2)集合住宅，樓板至天花板最高部份為4.2m，最低部份為3.0m，平均3.6m,59.78
100使字第0244號,1棟 地上1樓,停車空間、梯間，(H2)集合住宅，樓板至天花板最高部份為4.2m，最低部份為3.0m，平均3.6m,59.78
100使字第0244號,1棟 突出物1樓,樓梯間,22.36
100使字第0244號,1棟 地上6樓,(H2)集合住宅，樓板至天花板最高部份為4.2m，最低部份為3.0m，平均3.6m,59.78
100使字第0244號,1棟 地下1樓,防空避難室兼停車空間、管委會辦公室,104.62
100使字第0244號,1棟 地上3樓,(H2)集合住宅，樓板至天花板最高部份為4.2m，最低部份為3.0m，平均3.6m,59.78
100使字第0244號,1棟 地上4樓,(H2)集合住宅，樓板至天花板最高部份為4.2m，最低部份為3.0m，平均3.6m,59.78
100使字第0244號,1棟 地下2樓,防空避難室兼停車空間,104.62
100使字第0244號,1棟 突出物3樓,消防水箱,5.43
100使字第0245號,A-C棟 地上1樓,雙拼住宅，集合住宅(H2),682.06
100使字第0245號,A-C棟 地下1樓,停車空間,1263.68
100使字第0245號,A-C棟 突出物3樓,機械室,149.68
100使字第0245號,A-C棟 地上4樓,雙拼住宅，集合住宅(H2),622.79
100使字第0245號,A-C棟 地上5樓,集合住宅(H2),334.82
100使字第0245號,A-C棟 地上2樓,"雙拼住宅，集合住宅(H2)
",530.51
100使字第0245號,A-C棟 地上3樓,雙拼住宅，集合住宅(H2),636.22
100使字第0245號,A-C棟 突出物2樓,水箱、消防水箱,149.88
100使字第0245號,A-C棟 突出物1樓,樓梯間、昇降機間,149.88
100使字第0246號,B棟 騎樓,騎樓,100.38
100使字第0246號,B棟 地上2樓,H2集合住宅,508.15
100使字第0246號,B棟 地上4樓,H2集合住宅,511.52
100使字第0246號,B棟 地上11樓,H2集合住宅,511.52
100使字第0246號,A棟 突出物2樓,樓電梯間、機房，水箱,71.42
100使字第0246號,B棟 突出物2樓,樓電梯間，機房，水箱,84.34
100使字第0246號,****棟 地下2樓,停車空間、機房,1692.83
100使字第0246號,****棟 地下3樓,防空避難室兼停車空間、機房,1692.83
100使字第0246號,A棟 地上3樓,H2集合住宅,469.54
100使字第0246號,A棟 地上6樓,H2集合住宅,469.54
100使字第0246號,A棟 騎樓,騎樓,101.65
100使字第0246號,A棟 地上2樓,H2集合住宅,469.54
100使字第0246號,A棟 地上1樓,H2一般零售業甲組，管委空間，社教設施,444.15
100使字第0246號,A棟 地上10樓,H2集合住宅,469.54
100使字第0246號,B棟 地上10樓,H2集合住宅,511.52
100使字第0246號,B棟 地上8樓,H2集合住宅,511.52
100使字第0246號,B棟 地上7樓,H2集合住宅,511.52
100使字第0246號,B棟 突出物1樓,樓電梯間，機房,84.34
100使字第0246號,B棟 地上9樓,H2集合住宅,511.52
100使字第0246號,****棟 地下1樓,停車空間、機房,1692.83
100使字第0246號,B棟 地上5樓,H2集合住宅,511.52
100使字第0246號,B棟 地上3樓,H2集合住宅,511.52
100使字第0246號,A棟 地上9樓,H2集合住宅,469.54
100使字第0246號,B棟 地上1樓,H2一般零售業甲組，管理室，社教設施，機車停車空間,578.21
100使字第0246號,A棟 地上8樓,H2集合住宅,469.54
100使字第0246號,A棟 突出物1樓,樓電梯間、機房,71.42
100使字第0246號,A棟 地上11樓,H2集合住宅,469.54
100使字第0246號,A棟 地上4樓,H2集合住宅,469.54
100使字第0246號,A棟 地上7樓,H2集合住宅,469.54
100使字第0246號,B棟 地上6樓,H2集合住宅,511.52
100使字第0246號,A棟 地上5樓,H2集合住宅,469.54
100使字第0247號,地上6樓,"未標明用途:地上6樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地下3樓,"未標明用途:地下3樓,面積:1150.02㎡,高度:3.1M",1150.02
100使字第0247號,地上13樓,"未標明用途:地上13樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上12樓,"未標明用途:地上12樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上7樓,"未標明用途:地上7樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上16樓,"未標明用途:地上16樓,面積:328.09㎡,高度:3M",328.09
100使字第0247號,地上15樓,"未標明用途:地上15樓,面積:372.05㎡,高度:3M",372.05
100使字第0247號,地上9樓,"未標明用途:地上9樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上8樓,"未標明用途:地上8樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上1樓,"未標明用途:地上1樓,面積:595.42㎡,高度:5.6M",595.42
100使字第0247號,地下5樓,"未標明用途:地下5樓,面積:1150.02㎡,高度:3.1M",1150.02
100使字第0247號,地上14樓,"未標明用途:地上14樓,面積:524.79㎡,高度:3.4M",524.79
100使字第0247號,地上5樓,"未標明用途:地上5樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,突出物1樓,"未標明用途:突出物1樓,面積:89.82㎡,高度:5.35M",89.82
100使字第0247號,突出物2樓,"未標明用途:突出物2樓,面積:89.82㎡,高度:3.1M",89.82
100使字第0247號,地上3樓,"未標明用途:地上3樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地下4樓,"未標明用途:地下4樓,面積:1150.02㎡,高度:3.1M",1150.02
100使字第0247號,地上2樓,"未標明用途:地上2樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上10樓,"未標明用途:地上10樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上4樓,"未標明用途:地上4樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地下2樓,"未標明用途:地下2樓,面積:1150.02㎡,高度:3.1M",1150.02
100使字第0247號,地上11樓,"未標明用途:地上11樓,面積:579.87㎡,高度:3.4M",579.87
100使字第0247號,地上1樓,"未標明用途:地上1樓夾層,面積:97.39㎡,高度:3M",97.39
100使字第0247號,地下1樓,"未標明用途:地下1樓,面積:1150.02㎡,高度:4.86M",1150.02
100使字第0248號,****棟 地下1樓,防空避難室兼停車空間,2497.04
100使字第0248號,****棟 地上1樓,接待大廳、門廊及機電設備空間,1091.71
100使字第0248號,B棟 地上9樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,A棟 地上2樓,公務機關(附設員工宿舍H1),303.42
100使字第0248號,A棟 地上10樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,B棟 突出物1樓,電梯機房、梯間、水箱,60.92
100使字第0248號,A棟 地上11樓,公務機關(附設員工宿舍H1),292.31
100使字第0248號,A棟 地上8樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,A棟 地上9樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,B棟 地上6樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,C棟 地上1樓,公務機關(附設警衛室H1),17.22
100使字第0248號,A棟 地上6樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,A棟 地上3樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,A棟 地上4樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,A棟 地上7樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,A棟 地上12樓,公務機關(附設員工宿舍H1),292.31
100使字第0248號,B棟 地上3樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,A棟 突出物1樓,電梯機房、梯間、水箱,60.92
100使字第0248號,A棟 地上5樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,B棟 地上7樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,B棟 地上2樓,公務機關(附設員工宿舍H1),403.41
100使字第0248號,B棟 地上8樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,B棟 地上5樓,公務機關(附設員工宿舍H1),507.01
100使字第0248號,B棟 地上4樓,公務機關(附設員工宿舍H1),507.01
100使字第0249號,1棟 地上4樓,(H2)集合住宅,90.69
100使字第0249號,1棟 突出物3樓,水箱,17.78
100使字第0249號,1棟 突出物1樓,梯間,25.0
100使字第0249號,1棟 地下1樓,防空避難室兼停車空間，機械室，水箱,134.32
100使字第0249號,1棟 突出物2樓,梯間，機械室,25.0
100使字第0249號,1棟 地上6樓,(H2)集合住宅,59.7
100使字第0249號,1棟 地上5樓,(H2)集合住宅,75.64
100使字第0249號,1棟 地上7樓,(H2)集合住宅,40.27
100使字第0249號,1棟 地上2樓,(H2)集合住宅,90.67
100使字第0249號,1棟 地上1樓,(G3)日常服務業70.49㎡，樓電梯間23.21㎡,93.7
100使字第0249號,1棟 地上3樓,(H2)集合住宅,90.69
100使字第0250號,地上2樓,"未標明用途:地上2樓,面積:184.8㎡,高度:2.95M",184.8
100使字第0250號,地上3樓,"未標明用途:地上3樓,面積:184.8㎡,高度:2.95M",184.8
100使字第0250號,突出物1樓,"未標明用途:突出物1樓,面積:18.18㎡,高度:2.8M",18.18
100使字第0250號,地下1樓,"未標明用途:地下1樓,面積:353.43㎡,高度:4.25M",353.43
100使字第0250號,地上7樓,"未標明用途:地上7樓,面積:93.96㎡,高度:2.95M",93.96
100使字第0250號,地上6樓,"未標明用途:地上6樓,面積:134.54㎡,高度:2.95M",134.54
100使字第0250號,地上5樓,"未標明用途:地上5樓,面積:171.93㎡,高度:2.95M",171.93
100使字第0250號,地上1樓,"未標明用途:地上1樓,面積:184.79㎡,高度:3.2M",184.79
100使字第0250號,突出物2樓,"未標明用途:突出物2樓,面積:18.18㎡,高度:2.8M",18.18
100使字第0250號,地上4樓,"未標明用途:地上4樓,面積:184.8㎡,高度:2.95M",184.8
100使字第0251號,A棟 地上10樓,(H2)集合住宅,338.45
100使字第0251號,A棟 地上6樓,(H2)集合住宅,338.45
100使字第0251號,A棟 地下1樓,停車空間,695.19
100使字第0251號,A棟 地上9樓,(H2)集合住宅,338.45
100使字第0251號,A棟 地下2樓,防空避難室兼停車空間,695.19
100使字第0251號,A棟 騎樓,騎樓,34.2
100使字第0251號,A棟 地上1樓,(G3)一般零售業乙組(39.2㎡)，樓電梯間(78.04㎡)，管理員室(4㎡)，停車空間(238.76㎡),360.0
100使字第0251號,A棟 地上5樓,(H2)集合住宅,338.45
100使字第0251號,A棟 突出物2樓,樓梯間、機械室、水箱,50.73
100使字第0251號,A棟 地上11樓,(H2)集合住宅,338.45
100使字第0251號,A棟 地上8樓,(H2)集合住宅,338.45
100使字第0251號,A棟 地上3樓,(H2)集合住宅,338.45
100使字第0251號,A棟 突出物1樓,樓梯間,50.73
100使字第0251號,A棟 地上4樓,(H2)集合住宅,338.45
100使字第0251號,A棟 地上7樓,(H2)集合住宅,338.45
100使字第0251號,A棟 地上2樓,(H2)集合住宅,338.45
100使字第0252號,A棟 地上1樓,(G3)一般零售業甲組，停車空間,304.28
100使字第0252號,A棟 地下1樓,停車空間,630.93
100使字第0252號,A棟 突出物2樓,機械間,39.06
100使字第0252號,A棟 地下2樓,防空避難室兼停車空間,630.93
100使字第0252號,A棟 地上7樓,(H2)集合住宅,88.0
100使字第0252號,A棟 地上6樓,(H2)集合住宅,296.65
100使字第0252號,A棟 地上7樓,(H2)集合住宅,292.59
100使字第0252號,A棟 地上3樓,(H2)集合住宅,296.65
100使字第0252號,A棟 地上4樓,(H2)集合住宅,296.65
100使字第0252號,A棟 突出物1樓,樓梯間,39.06
100使字第0252號,A棟 突出物3樓,水箱,39.06
100使字第0252號,A棟 地上5樓,(H2)集合住宅,296.65
100使字第0252號,A棟 地上2樓,(H2)集合住宅,296.65
100使字第0253號,1棟 突出物2樓,樓梯間.水箱,70.38
100使字第0253號,1棟 地上5樓,教育設施,979.32
100使字第0253號,1棟 地下1樓,防空避難室兼停車空間,3879.84
100使字第0253號,1棟 地上6樓,教育設施,940.18
100使字第0253號,1棟 地上1樓,教育設施,2932.51
100使字第0253號,1棟 地上2樓,教育設施,2659.69
100使字第0253號,1棟 地上3樓,教育設施,2511.38
100使字第0253號,1棟 地上4樓,教育設施,1818.78
100使字第0253號,1棟 突出物1樓,樓梯間.機械間,107.24
100使字第0254號,"A,B棟 地上4樓",(H2)集合住宅,419.56
100使字第0254號,"A,B棟 地下2樓",防空避難室兼停車空間,732.74
100使字第0254號,"A,B棟 地上5樓",(H2)集合住宅,346.73
100使字第0254號,"A,B棟 地下1樓",停車場、停車空間，配電室、機房、受電室、電氣室,732.74
100使字第0254號,"A,B棟 突出物2樓",水箱、水塔,34.13
100使字第0254號,"A,B棟 突出物5樓",(H2)集合住宅,113.77
100使字第0254號,"A,B棟 地上2樓",(H2)集合住宅,419.56
100使字第0254號,"A,B棟 地上1樓",(H2)集合住宅,425.38
100使字第0254號,"A,B棟 地上3樓",(H2)集合住宅,419.56
100使字第0254號,"A,B棟 突出物1樓",機械室、機房,67.79
100使字第0256號,突出物1樓,"未標明用途:突出物1樓,面積:91.02㎡,高度:3.3M",91.02
100使字第0256號,地上3樓,"未標明用途:地上3樓,面積:786.86㎡,高度:3.3M",786.86
100使字第0256號,地上1樓,"未標明用途:地上1樓,面積:825.01㎡,高度:4M",825.01
100使字第0256號,地上2樓,"未標明用途:地上2樓,面積:924.15㎡,高度:4M",924.15
100使字第0256號,地上5樓,"未標明用途:地上5樓,面積:792.88㎡,高度:3.3M",792.88
100使字第0256號,地下1樓,"未標明用途:地下1樓,面積:1149.92㎡,高度:3.5M",1149.92
100使字第0256號,地上6樓,"未標明用途:地上6樓,面積:778.15㎡,高度:3.3M",778.15
100使字第0256號,地上4樓,"未標明用途:地上4樓,面積:826.15㎡,高度:3.3M",826.15
100使字第0256號,突出物2樓,"未標明用途:突出物2樓,面積:51.58㎡,高度:2.7M",51.58
100使字第0257號,地上9樓,"未標明用途:地上9樓,面積:225.61㎡,高度:3.1M",225.61
100使字第0257號,突出物2樓,"未標明用途:突出物2樓,面積:59.44㎡,高度:2.7M",59.44
100使字第0257號,地上10樓,"未標明用途:地上10樓,面積:192.43㎡,高度:3.1M",192.43
100使字第0257號,地上5樓,"未標明用途:地上5樓,面積:508.85㎡,高度:3.2M",508.85
100使字第0257號,地上1樓,"未標明用途:地上1樓,面積:564.84㎡,高度:3.4M",564.84
100使字第0257號,地上7樓,"未標明用途:地上7樓,面積:508.55㎡,高度:3.2M",508.55
100使字第0257號,地下2樓,"未標明用途:地下2樓,面積:1144.44㎡,高度:3.15M",1144.44
100使字第0257號,地上6樓,"未標明用途:地上6樓,面積:508.85㎡,高度:3.2M",508.85
100使字第0257號,突出物1樓,"未標明用途:突出物1樓,面積:67.15㎡,高度:3M",67.15
100使字第0257號,地上3樓,"未標明用途:地上3樓,面積:508.85㎡,高度:3.2M",508.85
100使字第0257號,地下3樓,"未標明用途:地下3樓,面積:1144.44㎡,高度:3.15M",1144.44
100使字第0257號,地上4樓,"未標明用途:地上4樓,面積:508.85㎡,高度:3.2M",508.85
100使字第0257號,地上8樓,"未標明用途:地上8樓,面積:464.53㎡,高度:3.2M",464.53
100使字第0257號,地下1樓,"未標明用途:地下1樓,面積:1144.44㎡,高度:3.6M",1144.44
100使字第0257號,地上2樓,"未標明用途:地上2樓,面積:530.89㎡,高度:3.2M",530.89
100使字第0258號,1棟 地上2樓,(G2)一般事務所,225.64
100使字第0258號,1棟 地下2樓,全自動停車空間，防空避難室,402.15
100使字第0258號,1棟 突出物1樓,樓梯間,31.11
100使字第0258號,1棟 地上7樓,(G2)一般事務所,225.64
100使字第0258號,1棟 地上5樓,(G2)一般事務所,225.64
100使字第0258號,1棟 地上4樓,(G2)一般事務所,225.64
100使字第0258號,1棟 地下1樓,防空避難室兼停車空間，汽車昇降機空間,261.79
100使字第0258號,1棟 突出物2樓,水箱,31.11
100使字第0258號,1棟 地上6樓,(G2)一般事務所,225.64
100使字第0258號,1棟 地上1樓,汽機車昇降機空間(35.1㎡)，(G3)一般零售甲組(65.49㎡)，(G2)一般事務所(149.13㎡),249.72
100使字第0258號,1棟 騎樓,騎樓,56.8
100使字第0258號,1棟 地上3樓,(G2)一般事務所,225.64
100使字第0259號,A棟 突出物1樓,受電室，梯間，水箱,112.56
100使字第0259號,A棟 地下3樓,停車空間,2650.41
100使字第0259號,A棟 地下2樓,防空避難室兼停車空間,2650.41
100使字第0259號,A棟 地上2樓,機房,204.06
100使字第0259號,A棟 突出物2樓,水箱,29.3
100使字第0259號,A棟 地下1樓,(B2)市場,2729.86
100使字第0259號,A棟 地上1樓,(B2)市場,2449.14
100使字第0260號,A棟 突出物1樓,梯間、水箱,118.12
100使字第0260號,A棟 地上3樓,策略性產業(資訊服務業)(G2),954.91
100使字第0260號,A棟 地下4樓,停車空間，消防泵浦室,1388.46
100使字第0260號,A棟 地下1樓,防空避難室兼停車空間，機房，台電配電室，緊急發電機室,1388.46
100使字第0260號,A棟 地上13樓,策略性產業(資訊服務業)(G2),940.01
100使字第0260號,A棟 地下2樓,停車空間，機房，水箱,1388.46
100使字第0260號,A棟 地下3樓,停車空間，機房，水箱,1388.46
100使字第0260號,A棟 地上7樓,策略性產業(資訊服務業)(G2),954.91
100使字第0260號,A棟 地上1樓,餐飲業(B3)129.46㎡，日常用品零售業(G3)276.63㎡，大廳196.47㎡，警衛室2.88㎡，停車空間115.23㎡，樓電梯間134.45㎡，門廊59.39㎡,914.51
100使字第0260號,A棟 地上5樓,策略性產業(資訊服務業)(G2),954.91
100使字第0260號,A棟 地上12樓,策略性產業(資訊服務業)(G2),940.19
100使字第0260號,A棟 突出物2樓,梯間、機房,113.26
100使字第0260號,A棟 地上8樓,策略性產業(資訊服務業)(G2),955.08
100使字第0260號,A棟 地上4樓,策略性產業(資訊服務業)(G2),955.08
100使字第0260號,A棟 地上10樓,策略性產業(資訊服務業)(G2),955.08
100使字第0260號,A棟 地上9樓,策略性產業(資訊服務業)(G2),954.91
100使字第0260號,A棟 地上6樓,策略性產業(資訊服務業)(G2),955.08
100使字第0260號,A棟 地上2樓,策略性產業(資訊服務業)(G2),618.5
100使字第0260號,A棟 地上11樓,策略性產業(資訊服務業)(G2),940.01
100使字第0261號,1棟 地上5樓,教室，機房，(D4)教育設施,793.39
100使字第0261號,1棟 地上1樓,教室，機房，(D4)教育設施,789.36
100使字第0261號,1棟 突出物1樓,水箱、水塔,104.16
100使字第0261號,1棟 地上4樓,教室，機房，(D4)教育設施,778.02
100使字第0261號,1棟 地上2樓,教室，機房，(D4)教育設施,778.9
100使字第0261號,1棟 地上3樓,教室，機房，(D4)教育設施,794.73
100使字第0261號,1棟 突出物2樓,機械室、機房,47.12
100使字第0261號,1棟 地上7樓,教室，機房，(D4)教育設施,676.48
100使字第0261號,1棟 地下1樓,游泳池，(D4)教育設施,1270.74
100使字第0261號,1棟 地上6樓,教室，機房，(D4)教育設施,778.49
100使字第0261號,1棟 地上8樓,教室，(D4)教育設施,512.43
100使字第0261號,1棟 地下2樓,防空避難室兼停車空間1029.26㎡，游泳池機房71.71㎡，消防泵浦室37.6㎡，蓄水池57.22㎡，樓梯間74.95㎡,1270.74
100使字第0263號,A棟 地上8樓,集合住宅(H2),484.04
100使字第0263號,C棟 地上15樓,集合住宅(H2),484.04
100使字第0263號,C棟 突出物1樓,梯間,65.5
100使字第0263號,A棟 地上1樓,一般零售業甲組(G3)408.40㎡，集合住宅(H2)193.54㎡,601.94
100使字第0263號,C棟 地上2樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上14樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上1樓,一般零售業甲組(G3)270.19㎡，集合住宅(H2)234.11㎡,504.3
100使字第0263號,****棟 地下1樓,停車空間,4189.15
100使字第0263號,C棟 地上3樓,集合住宅(H2),484.04
100使字第0263號,C棟 地上9樓,集合住宅(H2),484.04
100使字第0263號,C棟 地上10樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上3樓,集合住宅(H2),485.72
100使字第0263號,C棟 突出物2樓,梯間，機房，水箱,65.5
100使字第0263號,B棟 突出物2樓,梯間，機房，水箱,65.5
100使字第0263號,B棟 地上11樓,集合住宅(H2),498.68
100使字第0263號,C棟 地上1樓,一般零售業甲組(G3)408.40㎡，集合住宅(H2)193.54㎡,601.94
100使字第0263號,A棟 地上5樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上7樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上12樓,集合住宅(H2),484.04
100使字第0263號,C棟 地上14樓,集合住宅(H2),484.04
100使字第0263號,C棟 地上6樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上12樓,集合住宅(H2),498.68
100使字第0263號,C棟 地上7樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上7樓,集合住宅(H2),485.72
100使字第0263號,A棟 地上10樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上11樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上4樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上6樓,集合住宅(H2),485.72
100使字第0263號,B棟 地上5樓,集合住宅(H2),485.72
100使字第0263號,C棟 地上4樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上9樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上2樓,集合住宅(H2),484.04
100使字第0263號,B棟 突出物1樓,梯間,65.5
100使字第0263號,B棟 地上8樓,集合住宅(H2),485.72
100使字第0263號,B棟 地上9樓,集合住宅(H2),498.68
100使字第0263號,A棟 突出物2樓,梯間，機房，水箱,65.5
100使字第0263號,A棟 地上13樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上13樓,集合住宅(H2),498.68
100使字第0263號,B棟 地上14樓,集合住宅(H2),498.68
100使字第0263號,C棟 地上5樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上15樓,集合住宅(H2),498.68
100使字第0263號,A棟 地上15樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上2樓,集合住宅(H2),485.72
100使字第0263號,****棟 地下2樓,防空避難室兼停車空間,4189.15
100使字第0263號,C棟 地上8樓,集合住宅(H2),484.04
100使字第0263號,B棟 地上10樓,集合住宅(H2),498.68
100使字第0263號,C棟 地上12樓,集合住宅(H2),484.04
100使字第0263號,A棟 突出物1樓,梯間,65.5
100使字第0263號,B棟 地上4樓,集合住宅(H2),485.72
100使字第0263號,C棟 地上11樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上3樓,集合住宅(H2),484.04
100使字第0263號,C棟 地上13樓,集合住宅(H2),484.04
100使字第0263號,A棟 地上6樓,集合住宅(H2),484.04
100使字第0264號,1棟 突出物2樓,機械室、機房,22.94
100使字第0264號,1棟 突出物3樓,水箱、水塔,11.55
100使字第0264號,1棟 地上5樓,集合住宅H2,74.24
100使字第0264號,1棟 突出物1樓,樓梯間,25.0
100使字第0264號,1棟 地上3樓,集合住宅H2,74.24
100使字第0264號,1棟 地上2樓,集合住宅H2,74.24
100使字第0264號,1棟 地上6樓,集合住宅H2,56.6
100使字第0264號,1棟 地下1樓,停車空間70.17㎡，防空避難室82.4㎡,152.57
100使字第0264號,1棟 地上1樓,停車空間33.22㎡，(G3)一般零售業甲組22.1㎡(一)中西藥品、(八)鮮花、禮品,74.24
100使字第0264號,1棟 地上4樓,集合住宅H2,74.24
100使字第0264號,1棟 地上7樓,集合住宅H2,56.03
100使字第0265號,地上5樓,"未標明用途:地上5樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,突出物2樓,"未標明用途:突出物2樓,面積:48.47㎡,高度:2.5M",48.47
100使字第0265號,地上8樓,"未標明用途:地上8樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地上4樓,"未標明用途:地上4樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地下2樓,"未標明用途:地下2樓,面積:734.65㎡,高度:3.1M",734.65
100使字第0265號,地下1樓,"未標明用途:地下1樓,面積:734.65㎡,高度:3.45M",734.65
100使字第0265號,地上11樓,"未標明用途:地上11樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地上6樓,"未標明用途:地上6樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地上7樓,"未標明用途:地上7樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地上2樓,"未標明用途:地上2樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地上1樓,"未標明用途:地上1樓,面積:386.31㎡,高度:4M",386.31
100使字第0265號,突出物3樓,"未標明用途:突出物3樓,面積:48.47㎡,高度:2.5M",48.47
100使字第0265號,突出物1樓,"未標明用途:突出物1樓,面積:48.47㎡,高度:3.5M",48.47
100使字第0265號,地上10樓,"未標明用途:地上10樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地上9樓,"未標明用途:地上9樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0265號,地上3樓,"未標明用途:地上3樓,面積:303.75㎡,高度:3.55M",303.75
100使字第0266號,地上1樓,"未標明用途:地上1樓,面積:33.83㎡,高度:3.75M",33.83
100使字第0266號,地上14樓,"未標明用途:地上14樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地下1樓,"未標明用途:地下1樓,面積:0㎡,高度:3.5M",0.0
100使字第0266號,地上6樓,"未標明用途:地上6樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上10樓,"未標明用途:地上10樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上4樓,"未標明用途:地上4樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上8樓,"未標明用途:地上8樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上13樓,"未標明用途:地上13樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地下2樓,"未標明用途:地下2樓,面積:0㎡,高度:3.5M",0.0
100使字第0266號,地上11樓,"未標明用途:地上11樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,突出物1樓,"未標明用途:突出物1樓,面積:11.55㎡,高度:2.45M",11.55
100使字第0266號,地上12樓,"未標明用途:地上12樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上7樓,"未標明用途:地上7樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上5樓,"未標明用途:地上5樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上2樓,"未標明用途:地上2樓,面積:22.03㎡,高度:3.15M",22.03
100使字第0266號,地上9樓,"未標明用途:地上9樓,面積:24.18㎡,高度:3.05M",24.18
100使字第0266號,地上3樓,"未標明用途:地上3樓,面積:19.27㎡,高度:3.05M",19.27
100使字第0266號,地下3樓,"未標明用途:地下3樓,面積:0㎡,高度:2.9M",0.0
